horizon,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,mean_false_positive_rate,std_false_positive_rate,num_runs
24,0.155616958164939,0.20138610214653554,0.4497581350592242,0.37873804067226907,0.19981612932031098,0.2435883219587129,0.13526266764854122,0.1868927487529943,864
96,0.15753391283857535,0.21173738641504652,0.4467167908653367,0.3764498680225351,0.19845014751534204,0.2431508852992818,0.13545380466705412,0.18555540777416646,864
