dataset,model,input_type,horizon,model_seed,aggregation_method,anomaly_type,injection_seed,anomaly_ratio,magnitude_scale,detector_type,threshold_method,threshold_value,tp,fp,tn,fn,precision,recall,f1,false_positive_rate,true_negative_rate,num_points,num_true_anomaly,num_predicted_anomaly
ETTh1,nlinear,multivariate,96,42,first,spike,2024,0.02,3.0,residual,mad,1.4683949059890002,67,113,3114,0,0.37222222222222223,1.0,0.5425101214574899,0.03501704369383328,0.9649829563061667,3294,67,180
ETTh1,nlinear,multivariate,96,42,first,spike,2024,0.02,3.0,raw_zscore,percentile,2.6211587682520054,53,931,2296,14,0.05386178861788618,0.7910447761194029,0.10085632730732637,0.2885032537960954,0.7114967462039046,3294,67,984
ETTh1,nlinear,multivariate,96,42,first,spike,2024,0.02,3.0,raw_zscore,mean_std,2.680748087179404,53,863,2364,14,0.05786026200873363,0.7910447761194029,0.10783316378433368,0.26743105051131083,0.7325689494886892,3294,67,916
ETTh1,nlinear,multivariate,96,42,first,spike,2024,0.02,3.0,raw_zscore,iqr,2.370181721223506,54,1165,2062,13,0.044298605414273995,0.8059701492537313,0.08398133748055987,0.3610164239231484,0.6389835760768515,3294,67,1219
ETTh1,nlinear,multivariate,96,42,first,spike,2024,0.02,3.0,raw_zscore,mad,2.3878035089896565,54,1165,2062,13,0.044298605414273995,0.8059701492537313,0.08398133748055987,0.3610164239231484,0.6389835760768515,3294,67,1219
ETTh1,nlinear,multivariate,96,42,first,spike,2024,0.02,3.0,diff_score,percentile,1.7589997510000002,35,99,3128,32,0.26119402985074625,0.5223880597014925,0.34825870646766166,0.030678648899907034,0.969321351100093,3294,67,134
ETTh1,nlinear,multivariate,96,42,first,spike,2024,0.02,3.0,diff_score,mean_std,1.6136794035190105,36,126,3101,31,0.2222222222222222,0.5373134328358209,0.314410480349345,0.039045553145336226,0.9609544468546638,3294,67,162
ETTh1,nlinear,multivariate,96,42,first,spike,2024,0.02,3.0,diff_score,iqr,1.1960033624999993,37,210,3017,30,0.14979757085020243,0.5522388059701493,0.2356687898089172,0.0650759219088937,0.9349240780911063,3294,67,247
ETTh1,nlinear,multivariate,96,42,first,spike,2024,0.02,3.0,diff_score,mad,1.4459018756400004,36,159,3068,31,0.18461538461538463,0.5373134328358209,0.2748091603053435,0.04927176944530524,0.9507282305546948,3294,67,195
ETTh1,nlinear,multivariate,96,42,first,spike,2024,0.02,3.0,rolling_zscore,percentile,4.241881639247293,36,28,3199,31,0.5625,0.5373134328358209,0.549618320610687,0.008676789587852495,0.9913232104121475,3294,67,64
ETTh1,nlinear,multivariate,96,42,first,spike,2024,0.02,3.0,rolling_zscore,mean_std,7650593.885539832,0,2,3225,67,0.0,0.0,0.0,0.0006197706848466068,0.9993802293151534,3294,67,2
ETTh1,nlinear,multivariate,96,42,first,spike,2024,0.02,3.0,rolling_zscore,iqr,3.4135957703118494,49,71,3156,18,0.4083333333333333,0.7313432835820896,0.5240641711229946,0.02200185931205454,0.9779981406879454,3294,67,120
ETTh1,nlinear,multivariate,96,42,first,spike,2024,0.02,3.0,rolling_zscore,mad,3.9017446344143556,41,36,3191,26,0.5324675324675324,0.6119402985074627,0.5694444444444444,0.011155872327238922,0.9888441276727611,3294,67,77
ETTh1,nlinear,multivariate,96,42,first,spike,3407,0.02,3.0,residual,percentile,1.703343551,68,80,3146,0,0.4594594594594595,1.0,0.6296296296296297,0.024798512089274645,0.9752014879107254,3294,68,148
ETTh1,nlinear,multivariate,96,42,first,spike,3407,0.02,3.0,residual,mean_std,1.6226979206903085,68,90,3136,0,0.43037974683544306,1.0,0.6017699115044248,0.027898326100433975,0.972101673899566,3294,68,158
ETTh1,nlinear,multivariate,96,42,first,spike,3407,0.02,3.0,residual,iqr,1.3658823575,68,152,3074,0,0.3090909090909091,1.0,0.4722222222222222,0.047117172969621826,0.9528828270303782,3294,68,220
ETTh1,nlinear,multivariate,96,42,first,spike,3407,0.02,3.0,residual,mad,1.4683949059890002,68,116,3110,0,0.3695652173913043,1.0,0.5396825396825397,0.03595784252944823,0.9640421574705518,3294,68,184
ETTh1,nlinear,multivariate,96,42,first,spike,3407,0.02,3.0,raw_zscore,percentile,2.6211587682520054,52,943,2283,16,0.05226130653266332,0.7647058823529411,0.09783631232361241,0.29231246125232485,0.7076875387476751,3294,68,995
ETTh1,nlinear,multivariate,96,42,first,spike,3407,0.02,3.0,raw_zscore,mean_std,2.680748087179404,52,875,2351,16,0.05609492988133765,0.7647058823529411,0.10452261306532663,0.2712337259764414,0.7287662740235585,3294,68,927
ETTh1,nlinear,multivariate,96,42,first,spike,3407,0.02,3.0,raw_zscore,iqr,2.370181721223506,53,1179,2047,15,0.04301948051948052,0.7794117647058824,0.08153846153846153,0.36546807191568503,0.6345319280843149,3294,68,1232
ETTh1,nlinear,multivariate,96,42,first,spike,3407,0.02,3.0,raw_zscore,mad,2.3878035089896565,53,1179,2047,15,0.04301948051948052,0.7794117647058824,0.08153846153846153,0.36546807191568503,0.6345319280843149,3294,68,1232
ETTh1,nlinear,multivariate,96,42,first,spike,3407,0.02,3.0,diff_score,percentile,1.7589997510000002,35,105,3121,33,0.25,0.5147058823529411,0.3365384615384615,0.03254804711717297,0.967451952882827,3294,68,140
ETTh1,nlinear,multivariate,96,42,first,spike,3407,0.02,3.0,diff_score,mean_std,1.6136794035190105,35,133,3093,33,0.20833333333333334,0.5147058823529411,0.2966101694915254,0.04122752634841909,0.9587724736515809,3294,68,168
ETTh1,nlinear,multivariate,96,42,first,spike,3407,0.02,3.0,diff_score,iqr,1.1960033624999993,35,219,3007,33,0.1377952755905512,0.5147058823529411,0.2173913043478261,0.06788592684438934,0.9321140731556107,3294,68,254
ETTh1,nlinear,multivariate,96,42,first,spike,3407,0.02,3.0,diff_score,mad,1.4459018756400004,35,166,3060,33,0.17412935323383086,0.5147058823529411,0.2602230483271376,0.05145691258524489,0.9485430874147551,3294,68,201
ETTh1,nlinear,multivariate,96,42,first,spike,3407,0.02,3.0,rolling_zscore,percentile,4.241881639247293,40,29,3197,28,0.5797101449275363,0.5882352941176471,0.583941605839416,0.008989460632362058,0.9910105393676379,3294,68,69
ETTh1,nlinear,multivariate,96,42,first,spike,3407,0.02,3.0,rolling_zscore,mean_std,7650593.885539832,0,0,3226,68,0.0,0.0,0.0,0.0,1.0,3294,68,0
ETTh1,nlinear,multivariate,96,42,first,spike,3407,0.02,3.0,rolling_zscore,iqr,3.4135957703118494,50,70,3156,18,0.4166666666666667,0.7352941176470589,0.5319148936170213,0.02169869807811531,0.9783013019218847,3294,68,120
ETTh1,nlinear,multivariate,96,42,first,spike,3407,0.02,3.0,rolling_zscore,mad,3.9017446344143556,43,37,3189,25,0.5375,0.6323529411764706,0.581081081081081,0.011469311841289522,0.9885306881587105,3294,68,80
ETTh1,nlinear,multivariate,96,42,first,level_shift,42,0.02,3.0,residual,percentile,1.703343551,77,78,3139,0,0.4967741935483871,1.0,0.6637931034482758,0.024246192104445136,0.9757538078955549,3294,77,155
ETTh1,nlinear,multivariate,96,42,first,level_shift,42,0.02,3.0,residual,mean_std,1.6226979206903085,77,87,3130,0,0.4695121951219512,1.0,0.6390041493775933,0.027043829654958034,0.972956170345042,3294,77,164
ETTh1,nlinear,multivariate,96,42,first,level_shift,42,0.02,3.0,residual,iqr,1.3658823575,77,148,3069,0,0.3422222222222222,1.0,0.509933774834437,0.04600559527510103,0.9539944047248989,3294,77,225
ETTh1,nlinear,multivariate,96,42,first,level_shift,42,0.02,3.0,residual,mad,1.4683949059890002,77,113,3104,0,0.4052631578947368,1.0,0.5767790262172284,0.03512589368977308,0.964874106310227,3294,77,190
ETTh1,nlinear,multivariate,96,42,first,level_shift,42,0.02,3.0,raw_zscore,percentile,2.6211587682520054,58,946,2271,19,0.05776892430278884,0.7532467532467533,0.10730804810360778,0.2940627914205782,0.7059372085794218,3294,77,1004
ETTh1,nlinear,multivariate,96,42,first,level_shift,42,0.02,3.0,raw_zscore,mean_std,2.680748087179404,57,878,2339,20,0.06096256684491978,0.7402597402597403,0.11264822134387352,0.2729250854833696,0.7270749145166304,3294,77,935
ETTh1,nlinear,multivariate,96,42,first,level_shift,42,0.02,3.0,raw_zscore,iqr,2.370181721223506,60,1174,2043,17,0.04862236628849271,0.7792207792207793,0.09153318077803203,0.36493627603357165,0.6350637239664283,3294,77,1234
ETTh1,nlinear,multivariate,96,42,first,level_shift,42,0.02,3.0,raw_zscore,mad,2.3878035089896565,60,1174,2043,17,0.04862236628849271,0.7792207792207793,0.09153318077803203,0.36493627603357165,0.6350637239664283,3294,77,1234
ETTh1,nlinear,multivariate,96,42,first,level_shift,42,0.02,3.0,diff_score,percentile,1.7589997510000002,7,76,3141,70,0.08433734939759036,0.09090909090909091,0.0875,0.023624494870997825,0.9763755051290022,3294,77,83
ETTh1,nlinear,multivariate,96,42,first,level_shift,42,0.02,3.0,diff_score,mean_std,1.6136794035190105,10,101,3116,67,0.09009009009009009,0.12987012987012986,0.10638297872340424,0.03139571028908921,0.9686042897109108,3294,77,111
ETTh1,nlinear,multivariate,96,42,first,level_shift,42,0.02,3.0,diff_score,iqr,1.1960033624999993,14,182,3035,63,0.07142857142857142,0.18181818181818182,0.10256410256410255,0.05657444824370531,0.9434255517562947,3294,77,196
ETTh1,nlinear,multivariate,96,42,first,level_shift,42,0.02,3.0,diff_score,mad,1.4459018756400004,13,131,3086,64,0.09027777777777778,0.16883116883116883,0.11764705882352941,0.04072116879079888,0.9592788312092011,3294,77,144
ETTh1,nlinear,multivariate,96,42,first,level_shift,42,0.02,3.0,rolling_zscore,percentile,4.241881639247293,8,35,3182,69,0.18604651162790697,0.1038961038961039,0.1333333333333333,0.010879701585327946,0.9891202984146721,3294,77,43
ETTh1,nlinear,multivariate,96,42,first,level_shift,42,0.02,3.0,rolling_zscore,mean_std,7650593.885539832,0,2,3215,77,0.0,0.0,0.0,0.0006216972334473111,0.9993783027665527,3294,77,2
ETTh1,nlinear,multivariate,96,42,first,level_shift,42,0.02,3.0,rolling_zscore,iqr,3.4135957703118494,10,86,3131,67,0.10416666666666667,0.12987012987012986,0.11560693641618497,0.02673298103823438,0.9732670189617656,3294,77,96
ETTh1,nlinear,multivariate,96,42,first,level_shift,42,0.02,3.0,rolling_zscore,mad,3.9017446344143556,9,46,3171,68,0.16363636363636364,0.11688311688311688,0.13636363636363635,0.014299036369288157,0.9857009636307118,3294,77,55
ETTh1,nlinear,multivariate,96,42,first,level_shift,2024,0.02,3.0,residual,percentile,1.703343551,67,80,3147,0,0.4557823129251701,1.0,0.6261682242990654,0.02479082739386427,0.9752091726061357,3294,67,147
ETTh1,nlinear,multivariate,96,42,first,level_shift,2024,0.02,3.0,residual,mean_std,1.6226979206903085,67,90,3137,0,0.4267515923566879,1.0,0.5982142857142857,0.027889680818097305,0.9721103191819027,3294,67,157
ETTh1,nlinear,multivariate,96,42,first,level_shift,2024,0.02,3.0,residual,iqr,1.3658823575,67,151,3076,0,0.3073394495412844,1.0,0.4701754385964912,0.04679268670591881,0.9532073132940811,3294,67,218
ETTh1,nlinear,multivariate,96,42,first,level_shift,2024,0.02,3.0,residual,mad,1.4683949059890002,67,115,3112,0,0.36813186813186816,1.0,0.5381526104417671,0.03563681437867989,0.9643631856213201,3294,67,182
ETTh1,nlinear,multivariate,96,42,first,level_shift,2024,0.02,3.0,raw_zscore,percentile,2.6211587682520054,49,956,2271,18,0.04875621890547264,0.7313432835820896,0.0914179104477612,0.296250387356678,0.7037496126433219,3294,67,1005
ETTh1,nlinear,multivariate,96,42,first,level_shift,2024,0.02,3.0,raw_zscore,mean_std,2.680748087179404,49,887,2340,18,0.05235042735042735,0.7313432835820896,0.09770687936191426,0.2748682987294701,0.72513170127053,3294,67,936
ETTh1,nlinear,multivariate,96,42,first,level_shift,2024,0.02,3.0,raw_zscore,iqr,2.370181721223506,55,1194,2033,12,0.044035228182546036,0.8208955223880597,0.08358662613981764,0.37000309885342425,0.6299969011465758,3294,67,1249
ETTh1,nlinear,multivariate,96,42,first,level_shift,2024,0.02,3.0,raw_zscore,mad,2.3878035089896565,55,1194,2033,12,0.044035228182546036,0.8208955223880597,0.08358662613981764,0.37000309885342425,0.6299969011465758,3294,67,1249
ETTh1,nlinear,multivariate,96,42,first,level_shift,2024,0.02,3.0,diff_score,percentile,1.7589997510000002,5,77,3150,62,0.06097560975609756,0.07462686567164178,0.06711409395973153,0.02386117136659436,0.9761388286334056,3294,67,82
ETTh1,nlinear,multivariate,96,42,first,level_shift,2024,0.02,3.0,diff_score,mean_std,1.6136794035190105,6,104,3123,61,0.05454545454545454,0.08955223880597014,0.06779661016949151,0.03222807561202355,0.9677719243879764,3294,67,110
ETTh1,nlinear,multivariate,96,42,first,level_shift,2024,0.02,3.0,diff_score,iqr,1.1960033624999993,8,187,3040,59,0.041025641025641026,0.11940298507462686,0.06106870229007634,0.05794855903315773,0.9420514409668422,3294,67,195
ETTh1,nlinear,multivariate,96,42,first,level_shift,2024,0.02,3.0,diff_score,mad,1.4459018756400004,6,137,3090,61,0.04195804195804196,0.08955223880597014,0.05714285714285714,0.04245429191199256,0.9575457080880074,3294,67,143
ETTh1,nlinear,multivariate,96,42,first,level_shift,2024,0.02,3.0,rolling_zscore,percentile,4.241881639247293,7,34,3193,60,0.17073170731707318,0.1044776119402985,0.12962962962962962,0.010536101642392316,0.9894638983576077,3294,67,41
ETTh1,nlinear,multivariate,96,42,first,level_shift,2024,0.02,3.0,rolling_zscore,mean_std,7650593.885539832,0,2,3225,67,0.0,0.0,0.0,0.0006197706848466068,0.9993802293151534,3294,67,2
ETTh1,nlinear,multivariate,96,42,first,level_shift,2024,0.02,3.0,rolling_zscore,iqr,3.4135957703118494,8,89,3138,59,0.08247422680412371,0.11940298507462686,0.0975609756097561,0.027579795475674,0.972420204524326,3294,67,97
ETTh1,nlinear,multivariate,96,42,first,level_shift,2024,0.02,3.0,rolling_zscore,mad,3.9017446344143556,8,48,3179,59,0.14285714285714285,0.11940298507462686,0.13008130081300812,0.014874496436318562,0.9851255035636814,3294,67,56
ETTh1,nlinear,multivariate,96,42,first,level_shift,3407,0.02,3.0,residual,percentile,1.703343551,79,80,3135,0,0.4968553459119497,1.0,0.6638655462184874,0.024883359253499222,0.9751166407465007,3294,79,159
ETTh1,nlinear,multivariate,96,42,first,level_shift,3407,0.02,3.0,residual,mean_std,1.6226979206903085,79,89,3126,0,0.47023809523809523,1.0,0.6396761133603238,0.027682737169517885,0.9723172628304821,3294,79,168
ETTh1,nlinear,multivariate,96,42,first,level_shift,3407,0.02,3.0,residual,iqr,1.3658823575,79,149,3066,0,0.34649122807017546,1.0,0.5146579804560261,0.0463452566096423,0.9536547433903577,3294,79,228
ETTh1,nlinear,multivariate,96,42,first,level_shift,3407,0.02,3.0,residual,mad,1.4683949059890002,79,113,3102,0,0.4114583333333333,1.0,0.5830258302583026,0.035147744945567654,0.9648522550544324,3294,79,192
ETTh1,nlinear,multivariate,96,42,first,level_shift,3407,0.02,3.0,raw_zscore,percentile,2.6211587682520054,75,930,2285,4,0.07462686567164178,0.9493670886075949,0.13837638376383762,0.2892690513219285,0.7107309486780715,3294,79,1005
ETTh1,nlinear,multivariate,96,42,first,level_shift,3407,0.02,3.0,raw_zscore,mean_std,2.680748087179404,73,861,2354,6,0.07815845824411134,0.9240506329113924,0.1441263573543929,0.26780715396578536,0.7321928460342146,3294,79,934
ETTh1,nlinear,multivariate,96,42,first,level_shift,3407,0.02,3.0,raw_zscore,iqr,2.370181721223506,76,1165,2050,3,0.06124093473005641,0.9620253164556962,0.11515151515151516,0.36236391912908245,0.6376360808709176,3294,79,1241
ETTh1,nlinear,multivariate,96,42,first,level_shift,3407,0.02,3.0,raw_zscore,mad,2.3878035089896565,76,1165,2050,3,0.06124093473005641,0.9620253164556962,0.11515151515151516,0.36236391912908245,0.6376360808709176,3294,79,1241
ETTh1,nlinear,multivariate,96,42,first,level_shift,3407,0.02,3.0,diff_score,percentile,1.7589997510000002,5,77,3138,74,0.06097560975609756,0.06329113924050633,0.06211180124223603,0.023950233281493,0.976049766718507,3294,79,82
ETTh1,nlinear,multivariate,96,42,first,level_shift,3407,0.02,3.0,diff_score,mean_std,1.6136794035190105,7,103,3112,72,0.06363636363636363,0.08860759493670886,0.07407407407407407,0.03203732503888025,0.9679626749611198,3294,79,110
ETTh1,nlinear,multivariate,96,42,first,level_shift,3407,0.02,3.0,diff_score,iqr,1.1960033624999993,9,187,3028,70,0.04591836734693878,0.11392405063291139,0.06545454545454546,0.05816485225505443,0.9418351477449456,3294,79,196
ETTh1,nlinear,multivariate,96,42,first,level_shift,3407,0.02,3.0,diff_score,mad,1.4459018756400004,7,136,3079,72,0.04895104895104895,0.08860759493670886,0.06306306306306307,0.042301710730948676,0.9576982892690513,3294,79,143
ETTh1,nlinear,multivariate,96,42,first,level_shift,3407,0.02,3.0,rolling_zscore,percentile,4.241881639247293,6,35,3180,73,0.14634146341463414,0.0759493670886076,0.1,0.01088646967340591,0.9891135303265941,3294,79,41
ETTh1,nlinear,multivariate,96,42,first,level_shift,3407,0.02,3.0,rolling_zscore,mean_std,7650593.885539832,0,2,3213,79,0.0,0.0,0.0,0.0006220839813374805,0.9993779160186625,3294,79,2
ETTh1,nlinear,multivariate,96,42,first,level_shift,3407,0.02,3.0,rolling_zscore,iqr,3.4135957703118494,10,89,3126,69,0.10101010101010101,0.12658227848101267,0.11235955056179775,0.027682737169517885,0.9723172628304821,3294,79,99
ETTh1,nlinear,multivariate,96,42,first,level_shift,3407,0.02,3.0,rolling_zscore,mad,3.9017446344143556,7,47,3168,72,0.12962962962962962,0.08860759493670886,0.10526315789473684,0.014618973561430793,0.9853810264385692,3294,79,54
ETTh1,nlinear,multivariate,96,42,first,frozen,42,0.02,3.0,residual,percentile,1.703343551,31,78,3139,46,0.28440366972477066,0.4025974025974026,0.3333333333333333,0.024246192104445136,0.9757538078955549,3294,77,109
ETTh1,nlinear,multivariate,96,42,first,frozen,42,0.02,3.0,residual,mean_std,1.6226979206903085,32,87,3130,45,0.2689075630252101,0.4155844155844156,0.32653061224489793,0.027043829654958034,0.972956170345042,3294,77,119
ETTh1,nlinear,multivariate,96,42,first,frozen,42,0.02,3.0,residual,iqr,1.3658823575,36,148,3069,41,0.1956521739130435,0.4675324675324675,0.27586206896551724,0.04600559527510103,0.9539944047248989,3294,77,184
ETTh1,nlinear,multivariate,96,42,first,frozen,42,0.02,3.0,residual,mad,1.4683949059890002,35,113,3104,42,0.23648648648648649,0.45454545454545453,0.3111111111111111,0.03512589368977308,0.964874106310227,3294,77,148
ETTh1,nlinear,multivariate,96,42,first,frozen,42,0.02,3.0,raw_zscore,percentile,2.6211587682520054,13,946,2271,64,0.013555787278415016,0.16883116883116883,0.0250965250965251,0.2940627914205782,0.7059372085794218,3294,77,959
ETTh1,nlinear,multivariate,96,42,first,frozen,42,0.02,3.0,raw_zscore,mean_std,2.680748087179404,13,878,2339,64,0.014590347923681257,0.16883116883116883,0.026859504132231402,0.2729250854833696,0.7270749145166304,3294,77,891
ETTh1,nlinear,multivariate,96,42,first,frozen,42,0.02,3.0,raw_zscore,iqr,2.370181721223506,30,1174,2043,47,0.024916943521594685,0.38961038961038963,0.0468384074941452,0.36493627603357165,0.6350637239664283,3294,77,1204
ETTh1,nlinear,multivariate,96,42,first,frozen,42,0.02,3.0,raw_zscore,mad,2.3878035089896565,30,1174,2043,47,0.024916943521594685,0.38961038961038963,0.0468384074941452,0.36493627603357165,0.6350637239664283,3294,77,1204
ETTh1,nlinear,multivariate,96,42,first,frozen,42,0.02,3.0,diff_score,percentile,1.7589997510000002,1,74,3143,76,0.013333333333333334,0.012987012987012988,0.013157894736842108,0.023002797637550514,0.9769972023624495,3294,77,75
ETTh1,nlinear,multivariate,96,42,first,frozen,42,0.02,3.0,diff_score,mean_std,1.6136794035190105,1,99,3118,76,0.01,0.012987012987012988,0.011299435028248588,0.030774013055641904,0.9692259869443581,3294,77,100
ETTh1,nlinear,multivariate,96,42,first,frozen,42,0.02,3.0,diff_score,iqr,1.1960033624999993,1,180,3037,76,0.0055248618784530384,0.012987012987012988,0.007751937984496124,0.055952751010258005,0.944047248989742,3294,77,181
ETTh1,nlinear,multivariate,96,42,first,frozen,42,0.02,3.0,diff_score,mad,1.4459018756400004,1,129,3088,76,0.007692307692307693,0.012987012987012988,0.009661835748792272,0.04009947155735157,0.9599005284426484,3294,77,130
ETTh1,nlinear,multivariate,96,42,first,frozen,42,0.02,3.0,rolling_zscore,percentile,4.241881639247293,0,37,3180,77,0.0,0.0,0.0,0.011501398818775257,0.9884986011812248,3294,77,37
ETTh1,nlinear,multivariate,96,42,first,frozen,42,0.02,3.0,rolling_zscore,mean_std,7650593.885539832,0,2,3215,77,0.0,0.0,0.0,0.0006216972334473111,0.9993783027665527,3294,77,2
ETTh1,nlinear,multivariate,96,42,first,frozen,42,0.02,3.0,rolling_zscore,iqr,3.4135957703118494,1,90,3127,76,0.01098901098901099,0.012987012987012988,0.011904761904761906,0.027976375505129002,0.972023624494871,3294,77,91
ETTh1,nlinear,multivariate,96,42,first,frozen,42,0.02,3.0,rolling_zscore,mad,3.9017446344143556,0,49,3168,77,0.0,0.0,0.0,0.015231582219459123,0.9847684177805409,3294,77,49
ETTh1,nlinear,multivariate,96,42,first,frozen,2024,0.02,3.0,residual,percentile,1.703343551,15,80,3147,52,0.15789473684210525,0.22388059701492538,0.18518518518518517,0.02479082739386427,0.9752091726061357,3294,67,95
ETTh1,nlinear,multivariate,96,42,first,frozen,2024,0.02,3.0,residual,mean_std,1.6226979206903085,18,90,3137,49,0.16666666666666666,0.26865671641791045,0.2057142857142857,0.027889680818097305,0.9721103191819027,3294,67,108
ETTh1,nlinear,multivariate,96,42,first,frozen,2024,0.02,3.0,residual,iqr,1.3658823575,23,151,3076,44,0.13218390804597702,0.34328358208955223,0.19087136929460582,0.04679268670591881,0.9532073132940811,3294,67,174
ETTh1,nlinear,multivariate,96,42,first,frozen,2024,0.02,3.0,residual,mad,1.4683949059890002,20,115,3112,47,0.14814814814814814,0.29850746268656714,0.198019801980198,0.03563681437867989,0.9643631856213201,3294,67,135
ETTh1,nlinear,multivariate,96,42,first,frozen,2024,0.02,3.0,raw_zscore,percentile,2.6211587682520054,0,956,2271,67,0.0,0.0,0.0,0.296250387356678,0.7037496126433219,3294,67,956
ETTh1,nlinear,multivariate,96,42,first,frozen,2024,0.02,3.0,raw_zscore,mean_std,2.680748087179404,0,887,2340,67,0.0,0.0,0.0,0.2748682987294701,0.72513170127053,3294,67,887
ETTh1,nlinear,multivariate,96,42,first,frozen,2024,0.02,3.0,raw_zscore,iqr,2.370181721223506,0,1194,2033,67,0.0,0.0,0.0,0.37000309885342425,0.6299969011465758,3294,67,1194
ETTh1,nlinear,multivariate,96,42,first,frozen,2024,0.02,3.0,raw_zscore,mad,2.3878035089896565,0,1194,2033,67,0.0,0.0,0.0,0.37000309885342425,0.6299969011465758,3294,67,1194
ETTh1,nlinear,multivariate,96,42,first,frozen,2024,0.02,3.0,diff_score,percentile,1.7589997510000002,0,74,3153,67,0.0,0.0,0.0,0.02293151533932445,0.9770684846606755,3294,67,74
ETTh1,nlinear,multivariate,96,42,first,frozen,2024,0.02,3.0,diff_score,mean_std,1.6136794035190105,0,101,3126,67,0.0,0.0,0.0,0.03129841958475364,0.9687015804152463,3294,67,101
ETTh1,nlinear,multivariate,96,42,first,frozen,2024,0.02,3.0,diff_score,iqr,1.1960033624999993,0,184,3043,67,0.0,0.0,0.0,0.05701890300588782,0.9429810969941121,3294,67,184
ETTh1,nlinear,multivariate,96,42,first,frozen,2024,0.02,3.0,diff_score,mad,1.4459018756400004,0,134,3093,67,0.0,0.0,0.0,0.041524635884722653,0.9584753641152773,3294,67,134
ETTh1,nlinear,multivariate,96,42,first,frozen,2024,0.02,3.0,rolling_zscore,percentile,4.241881639247293,0,35,3192,67,0.0,0.0,0.0,0.010845986984815618,0.9891540130151844,3294,67,35
ETTh1,nlinear,multivariate,96,42,first,frozen,2024,0.02,3.0,rolling_zscore,mean_std,7650593.885539832,0,2,3225,67,0.0,0.0,0.0,0.0006197706848466068,0.9993802293151534,3294,67,2
ETTh1,nlinear,multivariate,96,42,first,frozen,2024,0.02,3.0,rolling_zscore,iqr,3.4135957703118494,0,91,3136,67,0.0,0.0,0.0,0.028199566160520606,0.9718004338394793,3294,67,91
ETTh1,nlinear,multivariate,96,42,first,frozen,2024,0.02,3.0,rolling_zscore,mad,3.9017446344143556,0,49,3178,67,0.0,0.0,0.0,0.015184381778741865,0.9848156182212582,3294,67,49
ETTh1,nlinear,multivariate,96,42,first,frozen,3407,0.02,3.0,residual,percentile,1.703343551,16,80,3135,63,0.16666666666666666,0.20253164556962025,0.18285714285714286,0.024883359253499222,0.9751166407465007,3294,79,96
ETTh1,nlinear,multivariate,96,42,first,frozen,3407,0.02,3.0,residual,mean_std,1.6226979206903085,17,89,3126,62,0.16037735849056603,0.21518987341772153,0.18378378378378377,0.027682737169517885,0.9723172628304821,3294,79,106
ETTh1,nlinear,multivariate,96,42,first,frozen,3407,0.02,3.0,residual,iqr,1.3658823575,19,149,3066,60,0.1130952380952381,0.24050632911392406,0.15384615384615385,0.0463452566096423,0.9536547433903577,3294,79,168
ETTh1,nlinear,multivariate,96,42,first,frozen,3407,0.02,3.0,residual,mad,1.4683949059890002,18,113,3102,61,0.13740458015267176,0.22784810126582278,0.17142857142857143,0.035147744945567654,0.9648522550544324,3294,79,131
ETTh1,nlinear,multivariate,96,42,first,frozen,3407,0.02,3.0,raw_zscore,percentile,2.6211587682520054,22,930,2285,57,0.023109243697478993,0.27848101265822783,0.04267701260911737,0.2892690513219285,0.7107309486780715,3294,79,952
ETTh1,nlinear,multivariate,96,42,first,frozen,3407,0.02,3.0,raw_zscore,mean_std,2.680748087179404,22,861,2354,57,0.02491506228765572,0.27848101265822783,0.04573804573804574,0.26780715396578536,0.7321928460342146,3294,79,883
ETTh1,nlinear,multivariate,96,42,first,frozen,3407,0.02,3.0,raw_zscore,iqr,2.370181721223506,22,1165,2050,57,0.018534119629317607,0.27848101265822783,0.03475513428120063,0.36236391912908245,0.6376360808709176,3294,79,1187
ETTh1,nlinear,multivariate,96,42,first,frozen,3407,0.02,3.0,raw_zscore,mad,2.3878035089896565,22,1165,2050,57,0.018534119629317607,0.27848101265822783,0.03475513428120063,0.36236391912908245,0.6376360808709176,3294,79,1187
ETTh1,nlinear,multivariate,96,42,first,frozen,3407,0.02,3.0,diff_score,percentile,1.7589997510000002,0,73,3142,79,0.0,0.0,0.0,0.02270606531881804,0.977293934681182,3294,79,73
ETTh1,nlinear,multivariate,96,42,first,frozen,3407,0.02,3.0,diff_score,mean_std,1.6136794035190105,0,99,3116,79,0.0,0.0,0.0,0.030793157076205287,0.9692068429237947,3294,79,99
ETTh1,nlinear,multivariate,96,42,first,frozen,3407,0.02,3.0,diff_score,iqr,1.1960033624999993,0,184,3031,79,0.0,0.0,0.0,0.05723172628304821,0.9427682737169518,3294,79,184
ETTh1,nlinear,multivariate,96,42,first,frozen,3407,0.02,3.0,diff_score,mad,1.4459018756400004,0,133,3082,79,0.0,0.0,0.0,0.04136858475894246,0.9586314152410575,3294,79,133
ETTh1,nlinear,multivariate,96,42,first,frozen,3407,0.02,3.0,rolling_zscore,percentile,4.241881639247293,0,40,3175,79,0.0,0.0,0.0,0.012441679626749611,0.9875583203732504,3294,79,40
ETTh1,nlinear,multivariate,96,42,first,frozen,3407,0.02,3.0,rolling_zscore,mean_std,7650593.885539832,0,2,3213,79,0.0,0.0,0.0,0.0006220839813374805,0.9993779160186625,3294,79,2
