dataset,model,input_type,horizon,model_seed,aggregation_method,anomaly_type,injection_seed,anomaly_ratio,magnitude_scale,detector_type,threshold_method,threshold_value,tp,fp,tn,fn,precision,recall,f1,false_positive_rate,true_negative_rate,num_points,num_true_anomaly,num_predicted_anomaly
ETTh1,nlinear,multivariate,96,42,max,frozen,3407,0.02,3.0,raw_zscore,iqr,2.348299742065045,60,1275,2035,19,0.0449438202247191,0.759493670886076,0.08486562942008487,0.3851963746223565,0.6148036253776435,3389,79,1335
ETTh1,nlinear,multivariate,96,42,max,frozen,3407,0.02,3.0,raw_zscore,mad,2.405839126295464,60,1211,2099,19,0.04720692368214005,0.759493670886076,0.08888888888888889,0.3658610271903323,0.6341389728096677,3389,79,1271
ETTh1,nlinear,multivariate,96,42,max,frozen,3407,0.02,3.0,diff_score,percentile,1.7589997560000001,0,74,3236,79,0.0,0.0,0.0,0.022356495468277945,0.9776435045317221,3389,79,74
ETTh1,nlinear,multivariate,96,42,max,frozen,3407,0.02,3.0,diff_score,mean_std,1.600803993648972,0,100,3210,79,0.0,0.0,0.0,0.030211480362537766,0.9697885196374623,3389,79,100
ETTh1,nlinear,multivariate,96,42,max,frozen,3407,0.02,3.0,diff_score,iqr,1.197497999999999,1,184,3126,78,0.005405405405405406,0.012658227848101266,0.007575757575757578,0.05558912386706949,0.9444108761329305,3389,79,185
ETTh1,nlinear,multivariate,96,42,max,frozen,3407,0.02,3.0,diff_score,mad,1.376902775639996,1,145,3165,78,0.00684931506849315,0.012658227848101266,0.00888888888888889,0.04380664652567976,0.9561933534743202,3389,79,146
ETTh1,nlinear,multivariate,96,42,max,frozen,3407,0.02,3.0,rolling_zscore,percentile,4.404908469929304,0,33,3277,79,0.0,0.0,0.0,0.009969788519637462,0.9900302114803625,3389,79,33
ETTh1,nlinear,multivariate,96,42,max,frozen,3407,0.02,3.0,rolling_zscore,mean_std,10476637.59989749,0,2,3308,79,0.0,0.0,0.0,0.0006042296072507553,0.9993957703927493,3389,79,2
ETTh1,nlinear,multivariate,96,42,max,frozen,3407,0.02,3.0,rolling_zscore,iqr,3.4079083625536355,0,94,3216,79,0.0,0.0,0.0,0.0283987915407855,0.9716012084592145,3389,79,94
ETTh1,nlinear,multivariate,96,42,max,frozen,3407,0.02,3.0,rolling_zscore,mad,3.8508041317753516,0,58,3252,79,0.0,0.0,0.0,0.017522658610271902,0.9824773413897281,3389,79,58
ETTh2,nlinear,multivariate,24,42,first,spike,42,0.02,3.0,residual,percentile,2.4745504259999995,67,64,3235,0,0.5114503816793893,1.0,0.6767676767676767,0.019399818126705062,0.9806001818732949,3366,67,131
ETTh2,nlinear,multivariate,24,42,first,spike,42,0.02,3.0,residual,mean_std,2.416902501906649,67,76,3223,0,0.46853146853146854,1.0,0.6380952380952382,0.023037284025462262,0.9769627159745378,3366,67,143
ETTh2,nlinear,multivariate,24,42,first,spike,42,0.02,3.0,residual,iqr,2.14776143,67,138,3161,0,0.32682926829268294,1.0,0.4926470588235294,0.041830857835707794,0.9581691421642922,3366,67,205
ETTh2,nlinear,multivariate,24,42,first,spike,42,0.02,3.0,residual,mad,2.4964195943355,67,62,3237,0,0.5193798449612403,1.0,0.6836734693877551,0.018793573810245528,0.9812064261897545,3366,67,129
ETTh2,nlinear,multivariate,24,42,first,spike,42,0.02,3.0,raw_zscore,percentile,2.4994696119919912,49,1818,1481,18,0.026245313336904125,0.7313432835820896,0.050672182006204755,0.5510760836617157,0.4489239163382843,3366,67,1867
ETTh2,nlinear,multivariate,24,42,first,spike,42,0.02,3.0,raw_zscore,mean_std,2.551116526906032,49,1790,1509,18,0.026644915715062535,0.7313432835820896,0.05141657922350472,0.5425886632312822,0.4574113367687178,3366,67,1839
ETTh2,nlinear,multivariate,24,42,first,spike,42,0.02,3.0,raw_zscore,iqr,2.3442392510655905,53,1938,1361,14,0.026619789050728277,0.7910447761194029,0.05150631681243926,0.5874507426492876,0.41254925735071235,3366,67,1991
ETTh2,nlinear,multivariate,24,42,first,spike,42,0.02,3.0,raw_zscore,mad,2.731475610727059,49,1680,1619,18,0.02834008097165992,0.7313432835820896,0.05456570155902005,0.5092452258260078,0.4907547741739921,3366,67,1729
ETTh2,nlinear,multivariate,24,42,first,spike,42,0.02,3.0,diff_score,percentile,3.7354988739999992,33,93,3206,34,0.2619047619047619,0.4925373134328358,0.34196891191709844,0.028190360715368293,0.9718096392846317,3366,67,126
ETTh2,nlinear,multivariate,24,42,first,spike,42,0.02,3.0,diff_score,mean_std,3.2637044535002464,34,129,3170,33,0.2085889570552147,0.5074626865671642,0.2956521739130435,0.03910275841163989,0.9608972415883601,3366,67,163
ETTh2,nlinear,multivariate,24,42,first,spike,42,0.02,3.0,diff_score,iqr,1.8691839749999957,41,533,2766,26,0.07142857142857142,0.6119402985074627,0.12792511700468018,0.1615641103364656,0.8384358896635344,3366,67,574
ETTh2,nlinear,multivariate,24,42,first,spike,42,0.02,3.0,diff_score,mad,2.720100071800002,35,203,3096,32,0.14705882352941177,0.5223880597014925,0.22950819672131145,0.06153379812064262,0.9384662018793574,3366,67,238
ETTh2,nlinear,multivariate,24,42,first,spike,42,0.02,3.0,rolling_zscore,percentile,3.7851960903958366,43,39,3260,24,0.524390243902439,0.6417910447761194,0.5771812080536913,0.011821764170960897,0.9881782358290391,3366,67,82
ETTh2,nlinear,multivariate,24,42,first,spike,42,0.02,3.0,rolling_zscore,mean_std,13624037.770258179,0,2,3297,67,0.0,0.0,0.0,0.0006062443164595332,0.9993937556835405,3366,67,2
ETTh2,nlinear,multivariate,24,42,first,spike,42,0.02,3.0,rolling_zscore,iqr,3.1589548061202946,52,79,3220,15,0.3969465648854962,0.7761194029850746,0.5252525252525252,0.023946650500151562,0.9760533494998485,3366,67,131
ETTh2,nlinear,multivariate,24,42,first,spike,42,0.02,3.0,rolling_zscore,mad,3.6282639056897867,45,52,3247,22,0.4639175257731959,0.6716417910447762,0.5487804878048781,0.015762352227947862,0.9842376477720521,3366,67,97
ETTh2,nlinear,multivariate,24,42,first,spike,2024,0.02,3.0,residual,percentile,2.4745504259999995,67,66,3233,0,0.5037593984962406,1.0,0.67,0.020006062443164597,0.9799939375568354,3366,67,133
ETTh2,nlinear,multivariate,24,42,first,spike,2024,0.02,3.0,residual,mean_std,2.416902501906649,67,78,3221,0,0.46206896551724136,1.0,0.6320754716981132,0.023643528341921793,0.9763564716580782,3366,67,145
ETTh2,nlinear,multivariate,24,42,first,spike,2024,0.02,3.0,residual,iqr,2.14776143,67,140,3159,0,0.32367149758454106,1.0,0.4890510948905109,0.042437102152167325,0.9575628978478327,3366,67,207
ETTh2,nlinear,multivariate,24,42,first,spike,2024,0.02,3.0,residual,mad,2.4964195943355,67,64,3235,0,0.5114503816793893,1.0,0.6767676767676767,0.019399818126705062,0.9806001818732949,3366,67,131
ETTh2,nlinear,multivariate,24,42,first,spike,2024,0.02,3.0,raw_zscore,percentile,2.4994696119919912,57,1831,1468,10,0.030190677966101694,0.8507462686567164,0.058312020460358056,0.5550166717187026,0.4449833282812974,3366,67,1888
ETTh2,nlinear,multivariate,24,42,first,spike,2024,0.02,3.0,raw_zscore,mean_std,2.551116526906032,57,1802,1497,10,0.03066164604626143,0.8507462686567164,0.059190031152647975,0.5462261291300394,0.45377387086996057,3366,67,1859
ETTh2,nlinear,multivariate,24,42,first,spike,2024,0.02,3.0,raw_zscore,iqr,2.3442392510655905,59,1948,1351,8,0.029397110114598904,0.8805970149253731,0.05689488910318226,0.5904819642315853,0.40951803576841467,3366,67,2007
ETTh2,nlinear,multivariate,24,42,first,spike,2024,0.02,3.0,raw_zscore,mad,2.731475610727059,55,1685,1614,12,0.031609195402298854,0.8208955223880597,0.06087437742114002,0.5107608366171568,0.4892391633828433,3366,67,1740
ETTh2,nlinear,multivariate,24,42,first,spike,2024,0.02,3.0,diff_score,percentile,3.7354988739999992,31,93,3206,36,0.25,0.4626865671641791,0.32460732984293195,0.028190360715368293,0.9718096392846317,3366,67,124
ETTh2,nlinear,multivariate,24,42,first,spike,2024,0.02,3.0,diff_score,mean_std,3.2637044535002464,31,135,3164,36,0.18674698795180722,0.4626865671641791,0.26609442060085836,0.04092149136101849,0.9590785086389815,3366,67,166
ETTh2,nlinear,multivariate,24,42,first,spike,2024,0.02,3.0,diff_score,iqr,1.8691839749999957,31,550,2749,36,0.05335628227194492,0.4626865671641791,0.09567901234567902,0.16671718702637162,0.8332828129736284,3366,67,581
ETTh2,nlinear,multivariate,24,42,first,spike,2024,0.02,3.0,diff_score,mad,2.720100071800002,31,210,3089,36,0.12863070539419086,0.4626865671641791,0.20129870129870128,0.06365565322825098,0.936344346771749,3366,67,241
ETTh2,nlinear,multivariate,24,42,first,spike,2024,0.02,3.0,rolling_zscore,percentile,3.7851960903958366,37,40,3259,30,0.4805194805194805,0.5522388059701493,0.5138888888888888,0.012124886329190664,0.9878751136708094,3366,67,77
ETTh2,nlinear,multivariate,24,42,first,spike,2024,0.02,3.0,rolling_zscore,mean_std,13624037.770258179,0,3,3296,67,0.0,0.0,0.0,0.0009093664746892998,0.9990906335253107,3366,67,3
ETTh2,nlinear,multivariate,24,42,first,spike,2024,0.02,3.0,rolling_zscore,iqr,3.1589548061202946,48,69,3230,19,0.41025641025641024,0.7164179104477612,0.5217391304347826,0.020915428917853897,0.9790845710821461,3366,67,117
ETTh2,nlinear,multivariate,24,42,first,spike,2024,0.02,3.0,rolling_zscore,mad,3.6282639056897867,37,46,3253,30,0.4457831325301205,0.5522388059701493,0.49333333333333335,0.013943619278569264,0.9860563807214308,3366,67,83
ETTh2,nlinear,multivariate,24,42,first,spike,3407,0.02,3.0,residual,percentile,2.4745504259999995,68,66,3232,0,0.5074626865671642,1.0,0.6732673267326732,0.02001212856276531,0.9799878714372346,3366,68,134
ETTh2,nlinear,multivariate,24,42,first,spike,3407,0.02,3.0,residual,mean_std,2.416902501906649,68,78,3220,0,0.4657534246575342,1.0,0.6355140186915887,0.023650697392359005,0.976349302607641,3366,68,146
ETTh2,nlinear,multivariate,24,42,first,spike,3407,0.02,3.0,residual,iqr,2.14776143,68,140,3158,0,0.3269230769230769,1.0,0.4927536231884058,0.04244996967859309,0.957550030321407,3366,68,208
ETTh2,nlinear,multivariate,24,42,first,spike,3407,0.02,3.0,residual,mad,2.4964195943355,68,64,3234,0,0.5151515151515151,1.0,0.6799999999999999,0.019405700424499697,0.9805942995755003,3366,68,132
ETTh2,nlinear,multivariate,24,42,first,spike,3407,0.02,3.0,raw_zscore,percentile,2.4994696119919912,57,1840,1458,11,0.030047443331576173,0.8382352941176471,0.05801526717557252,0.5579138872043663,0.4420861127956337,3366,68,1897
ETTh2,nlinear,multivariate,24,42,first,spike,3407,0.02,3.0,raw_zscore,mean_std,2.551116526906032,57,1810,1488,11,0.03053026245313337,0.8382352941176471,0.05891472868217055,0.5488174651303821,0.45118253486961796,3366,68,1867
ETTh2,nlinear,multivariate,24,42,first,spike,3407,0.02,3.0,raw_zscore,iqr,2.3442392510655905,58,1959,1339,10,0.02875557759048091,0.8529411764705882,0.05563549160671463,0.5939963614311704,0.4060036385688296,3366,68,2017
ETTh2,nlinear,multivariate,24,42,first,spike,3407,0.02,3.0,raw_zscore,mad,2.731475610727059,54,1690,1608,14,0.03096330275229358,0.7941176470588235,0.05960264900662252,0.5124317768344451,0.48756822316555487,3366,68,1744
ETTh2,nlinear,multivariate,24,42,first,spike,3407,0.02,3.0,diff_score,percentile,3.7354988739999992,33,92,3206,35,0.264,0.4852941176470588,0.34196891191709844,0.027895694360218316,0.9721043056397817,3366,68,125
ETTh2,nlinear,multivariate,24,42,first,spike,3407,0.02,3.0,diff_score,mean_std,3.2637044535002464,34,131,3167,34,0.20606060606060606,0.5,0.2918454935622318,0.039721043056397815,0.9602789569436022,3366,68,165
ETTh2,nlinear,multivariate,24,42,first,spike,3407,0.02,3.0,diff_score,iqr,1.8691839749999957,38,537,2761,30,0.06608695652173913,0.5588235294117647,0.1181959564541213,0.16282595512431777,0.8371740448756823,3366,68,575
ETTh2,nlinear,multivariate,24,42,first,spike,3407,0.02,3.0,diff_score,mad,2.720100071800002,35,205,3093,33,0.14583333333333334,0.5147058823529411,0.22727272727272727,0.06215888417222559,0.9378411158277744,3366,68,240
ETTh2,nlinear,multivariate,24,42,first,spike,3407,0.02,3.0,rolling_zscore,percentile,3.7851960903958366,42,38,3260,26,0.525,0.6176470588235294,0.5675675675675677,0.011522134627046696,0.9884778653729533,3366,68,80
ETTh2,nlinear,multivariate,24,42,first,spike,3407,0.02,3.0,rolling_zscore,mean_std,13624037.770258179,0,2,3296,68,0.0,0.0,0.0,0.0006064281382656155,0.9993935718617344,3366,68,2
ETTh2,nlinear,multivariate,24,42,first,spike,3407,0.02,3.0,rolling_zscore,iqr,3.1589548061202946,53,73,3225,15,0.42063492063492064,0.7794117647058824,0.5463917525773196,0.022134627046694968,0.977865372953305,3366,68,126
ETTh2,nlinear,multivariate,24,42,first,spike,3407,0.02,3.0,rolling_zscore,mad,3.6282639056897867,45,46,3252,23,0.4945054945054945,0.6617647058823529,0.5660377358490567,0.013947847180109158,0.9860521528198909,3366,68,91
ETTh2,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,residual,percentile,2.4745504259999995,77,66,3223,0,0.5384615384615384,1.0,0.7000000000000001,0.020066889632107024,0.979933110367893,3366,77,143
ETTh2,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,residual,mean_std,2.416902501906649,77,78,3211,0,0.4967741935483871,1.0,0.6637931034482758,0.023715415019762844,0.9762845849802372,3366,77,155
ETTh2,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,residual,iqr,2.14776143,77,139,3150,0,0.35648148148148145,1.0,0.5255972696245734,0.04226208574034661,0.9577379142596534,3366,77,216
ETTh2,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,residual,mad,2.4964195943355,77,64,3225,0,0.5460992907801419,1.0,0.7064220183486238,0.01945880206749772,0.9805411979325023,3366,77,141
ETTh2,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,raw_zscore,percentile,2.4994696119919912,45,1818,1471,32,0.024154589371980676,0.5844155844155844,0.04639175257731959,0.5527515962298571,0.4472484037701429,3366,77,1863
ETTh2,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,raw_zscore,mean_std,2.551116526906032,45,1788,1501,32,0.024549918166939442,0.5844155844155844,0.04712041884816754,0.5436302827607176,0.45636971723928244,3366,77,1833
ETTh2,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,raw_zscore,iqr,2.3442392510655905,51,1939,1350,26,0.02562814070351759,0.6623376623376623,0.04934687953555879,0.58954089388872,0.41045910611128,3366,77,1990
ETTh2,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,raw_zscore,mad,2.731475610727059,44,1667,1622,33,0.02571595558153127,0.5714285714285714,0.049217002237136466,0.5068409851018547,0.49315901489814534,3366,77,1711
ETTh2,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,diff_score,percentile,3.7354988739999992,6,66,3223,71,0.08333333333333333,0.07792207792207792,0.08053691275167785,0.020066889632107024,0.979933110367893,3366,77,72
ETTh2,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,diff_score,mean_std,3.2637044535002464,7,107,3182,70,0.06140350877192982,0.09090909090909091,0.07329842931937172,0.03253268470659775,0.9674673152934022,3366,77,114
ETTh2,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,diff_score,iqr,1.8691839749999957,17,515,2774,60,0.03195488721804511,0.22077922077922077,0.05582922824302135,0.1565825478868957,0.8434174521131043,3366,77,532
ETTh2,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,diff_score,mad,2.720100071800002,8,181,3108,69,0.042328042328042326,0.1038961038961039,0.06015037593984962,0.05503192459714199,0.944968075402858,3366,77,189
ETTh2,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,rolling_zscore,percentile,3.7851960903958366,7,50,3239,70,0.12280701754385964,0.09090909090909091,0.1044776119402985,0.015202189115232594,0.9847978108847674,3366,77,57
ETTh2,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,rolling_zscore,mean_std,13624037.770258179,0,3,3286,77,0.0,0.0,0.0,0.0009121313469139556,0.9990878686530861,3366,77,3
ETTh2,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,rolling_zscore,iqr,3.1589548061202946,12,96,3193,65,0.1111111111111111,0.15584415584415584,0.12972972972972974,0.02918820310124658,0.9708117968987534,3366,77,108
ETTh2,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,rolling_zscore,mad,3.6282639056897867,8,63,3226,69,0.11267605633802817,0.1038961038961039,0.10810810810810813,0.019154758285193068,0.9808452417148069,3366,77,71
ETTh2,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,residual,percentile,2.4745504259999995,67,67,3232,0,0.5,1.0,0.6666666666666666,0.020309184601394362,0.9796908153986056,3366,67,134
ETTh2,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,residual,mean_std,2.416902501906649,67,79,3220,0,0.4589041095890411,1.0,0.6291079812206573,0.023946650500151562,0.9760533494998485,3366,67,146
ETTh2,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,residual,iqr,2.14776143,67,141,3158,0,0.32211538461538464,1.0,0.4872727272727273,0.04274022431039709,0.957259775689603,3366,67,208
ETTh2,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,residual,mad,2.4964195943355,67,65,3234,0,0.5075757575757576,1.0,0.6733668341708543,0.019702940284934828,0.9802970597150652,3366,67,132
ETTh2,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,raw_zscore,percentile,2.4994696119919912,62,1829,1470,5,0.03278688524590164,0.9253731343283582,0.06332992849846782,0.5544104274022431,0.4455895725977569,3366,67,1891
ETTh2,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,raw_zscore,mean_std,2.551116526906032,62,1799,1500,5,0.03331542181622783,0.9253731343283582,0.06431535269709543,0.5453167626553501,0.4546832373446499,3366,67,1861
ETTh2,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,raw_zscore,iqr,2.3442392510655905,63,1947,1352,4,0.03134328358208955,0.9402985074626866,0.06066441983630235,0.5901788420733556,0.4098211579266444,3366,67,2010
ETTh2,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,raw_zscore,mad,2.731475610727059,60,1683,1616,7,0.03442340791738382,0.8955223880597015,0.06629834254143646,0.5101545923006972,0.4898454076993028,3366,67,1743
ETTh2,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,diff_score,percentile,3.7354988739999992,4,66,3233,63,0.05714285714285714,0.05970149253731343,0.058394160583941604,0.020006062443164597,0.9799939375568354,3366,67,70
ETTh2,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,diff_score,mean_std,3.2637044535002464,4,108,3191,63,0.03571428571428571,0.05970149253731343,0.0446927374301676,0.032737193088814794,0.9672628069111852,3366,67,112
ETTh2,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,diff_score,iqr,1.8691839749999957,6,525,2774,61,0.011299435028248588,0.08955223880597014,0.020066889632107024,0.15913913307062746,0.8408608669293726,3366,67,531
ETTh2,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,diff_score,mad,2.720100071800002,4,183,3116,63,0.0213903743315508,0.05970149253731343,0.031496062992125984,0.05547135495604729,0.9445286450439527,3366,67,187
ETTh2,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,rolling_zscore,percentile,3.7851960903958366,8,47,3252,59,0.14545454545454545,0.11940298507462686,0.13114754098360654,0.01424674143679903,0.985753258563201,3366,67,55
ETTh2,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,rolling_zscore,mean_std,13624037.770258179,0,3,3296,67,0.0,0.0,0.0,0.0009093664746892998,0.9990906335253107,3366,67,3
ETTh2,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,rolling_zscore,iqr,3.1589548061202946,9,89,3210,58,0.09183673469387756,0.13432835820895522,0.1090909090909091,0.026977872082449228,0.9730221279175508,3366,67,98
ETTh2,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,rolling_zscore,mad,3.6282639056897867,8,60,3239,59,0.11764705882352941,0.11940298507462686,0.11851851851851852,0.018187329493785997,0.981812670506214,3366,67,68
ETTh2,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,residual,percentile,2.4745504259999995,79,65,3222,0,0.5486111111111112,1.0,0.7085201793721974,0.019774870702768482,0.9802251292972315,3366,79,144
ETTh2,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,residual,mean_std,2.416902501906649,79,77,3210,0,0.5064102564102564,1.0,0.6723404255319149,0.023425616063279586,0.9765743839367204,3366,79,156
ETTh2,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,residual,iqr,2.14776143,79,139,3148,0,0.3623853211009174,1.0,0.531986531986532,0.04228780042592029,0.9577121995740797,3366,79,218
ETTh2,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,residual,mad,2.4964195943355,79,63,3224,0,0.5563380281690141,1.0,0.7149321266968327,0.0191664131426833,0.9808335868573167,3366,79,142
ETTh2,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,raw_zscore,percentile,2.4994696119919912,69,1821,1466,10,0.03650793650793651,0.8734177215189873,0.07008633824276282,0.55400060845756,0.4459993915424399,3366,79,1890
ETTh2,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,raw_zscore,mean_std,2.551116526906032,69,1792,1495,10,0.03707684040838259,0.8734177215189873,0.0711340206185567,0.5451779738363249,0.45482202616367506,3366,79,1861
ETTh2,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,raw_zscore,iqr,2.3442392510655905,70,1938,1349,9,0.0348605577689243,0.8860759493670886,0.06708193579300431,0.5895953757225434,0.41040462427745666,3366,79,2008
ETTh2,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,raw_zscore,mad,2.731475610727059,67,1674,1613,12,0.03848363009764503,0.8481012658227848,0.07362637362637363,0.509278977791299,0.49072102220870095,3366,79,1741
ETTh2,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,diff_score,percentile,3.7354988739999992,7,63,3224,72,0.1,0.08860759493670886,0.09395973154362416,0.0191664131426833,0.9808335868573167,3366,79,70
ETTh2,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,diff_score,mean_std,3.2637044535002464,7,105,3182,72,0.0625,0.08860759493670886,0.07329842931937172,0.03194402190447216,0.9680559780955278,3366,79,112
ETTh2,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,diff_score,iqr,1.8691839749999957,16,511,2776,63,0.030360531309297913,0.20253164556962025,0.052805280528052806,0.15546090660176454,0.8445390933982355,3366,79,527
ETTh2,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,diff_score,mad,2.720100071800002,7,179,3108,72,0.03763440860215054,0.08860759493670886,0.05283018867924529,0.05445695162762397,0.945543048372376,3366,79,186
ETTh2,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,rolling_zscore,percentile,3.7851960903958366,7,48,3239,72,0.12727272727272726,0.08860759493670886,0.1044776119402985,0.014602981442044418,0.9853970185579556,3366,79,55
ETTh2,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,rolling_zscore,mean_std,13624037.770258179,0,3,3284,79,0.0,0.0,0.0,0.0009126863401277761,0.9990873136598722,3366,79,3
ETTh2,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,rolling_zscore,iqr,3.1589548061202946,9,93,3194,70,0.08823529411764706,0.11392405063291139,0.09944751381215469,0.02829327654396106,0.9717067234560389,3366,79,102
ETTh2,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,rolling_zscore,mad,3.6282639056897867,7,61,3226,72,0.10294117647058823,0.08860759493670886,0.09523809523809525,0.018557955582598113,0.9814420444174019,3366,79,68
ETTh2,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,residual,percentile,2.4745504259999995,39,66,3223,38,0.37142857142857144,0.5064935064935064,0.42857142857142855,0.020066889632107024,0.979933110367893,3366,77,105
ETTh2,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,residual,mean_std,2.416902501906649,39,78,3211,38,0.3333333333333333,0.5064935064935064,0.40206185567010305,0.023715415019762844,0.9762845849802372,3366,77,117
ETTh2,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,residual,iqr,2.14776143,41,139,3150,36,0.22777777777777777,0.5324675324675324,0.31906614785992216,0.04226208574034661,0.9577379142596534,3366,77,180
ETTh2,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,residual,mad,2.4964195943355,39,64,3225,38,0.3786407766990291,0.5064935064935064,0.43333333333333335,0.01945880206749772,0.9805411979325023,3366,77,103
ETTh2,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,raw_zscore,percentile,2.4994696119919912,43,1818,1471,34,0.0231058570660935,0.5584415584415584,0.04437564499484004,0.5527515962298571,0.4472484037701429,3366,77,1861
ETTh2,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,raw_zscore,mean_std,2.551116526906032,43,1788,1501,34,0.023484434735117424,0.5584415584415584,0.04507337526205451,0.5436302827607176,0.45636971723928244,3366,77,1831
ETTh2,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,raw_zscore,iqr,2.3442392510655905,43,1939,1350,34,0.021695257315842584,0.5584415584415584,0.04176784847013114,0.58954089388872,0.41045910611128,3366,77,1982
ETTh2,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,raw_zscore,mad,2.731475610727059,43,1667,1622,34,0.025146198830409357,0.5584415584415584,0.048125349748181306,0.5068409851018547,0.49315901489814534,3366,77,1710
ETTh2,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,diff_score,percentile,3.7354988739999992,0,65,3224,77,0.0,0.0,0.0,0.019762845849802372,0.9802371541501976,3366,77,65
ETTh2,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,diff_score,mean_std,3.2637044535002464,0,106,3183,77,0.0,0.0,0.0,0.032228640924293096,0.9677713590757069,3366,77,106
ETTh2,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,diff_score,iqr,1.8691839749999957,1,514,2775,76,0.001941747572815534,0.012987012987012988,0.0033783783783783786,0.15627850410459107,0.8437214958954089,3366,77,515
ETTh2,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,diff_score,mad,2.720100071800002,0,180,3109,77,0.0,0.0,0.0,0.054727880814837336,0.9452721191851626,3366,77,180
ETTh2,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,rolling_zscore,percentile,3.7851960903958366,0,52,3237,77,0.0,0.0,0.0,0.015810276679841896,0.9841897233201581,3366,77,52
ETTh2,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,rolling_zscore,mean_std,13624037.770258179,0,3,3286,77,0.0,0.0,0.0,0.0009121313469139556,0.9990878686530861,3366,77,3
ETTh2,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,rolling_zscore,iqr,3.1589548061202946,0,98,3191,77,0.0,0.0,0.0,0.029796290665855884,0.9702037093341441,3366,77,98
ETTh2,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,rolling_zscore,mad,3.6282639056897867,0,65,3224,77,0.0,0.0,0.0,0.019762845849802372,0.9802371541501976,3366,77,65
ETTh2,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,residual,percentile,2.4745504259999995,19,67,3232,48,0.22093023255813954,0.2835820895522388,0.2483660130718954,0.020309184601394362,0.9796908153986056,3366,67,86
