dataset,model,horizon,aggregation_method,anomaly_type,injection_seed,detector_type,average_precision,roc_auc,oracle_best_f1,event_recall,mean_detection_delay
ETTh1,nlinear,96,mean,stuck_with_jitter,42,rolling_zscore,0.016135611534707526,0.35782122466905075,0.048334421946391204,0.0,
ETTh1,nlinear,96,mean,stuck_with_jitter,42,flatness,0.07407827912548381,0.7568111236589496,0.17210682492546348,0.0,
ETTh1,nlinear,96,mean,stuck_with_jitter,2024,residual,0.02463312040899215,0.5043009666228824,0.05890736342034571,0.0,
ETTh1,nlinear,96,mean,stuck_with_jitter,2024,raw_zscore,0.033842258844801264,0.5651847361153212,0.09582689335370176,0.6,0.0
ETTh1,nlinear,96,mean,stuck_with_jitter,2024,diff_score,0.022315967845816936,0.44861742615607425,0.05607476635508569,0.0,
ETTh1,nlinear,96,mean,stuck_with_jitter,2024,rolling_zscore,0.02215861592732083,0.446852581590381,0.053027305104798736,0.0,
ETTh1,nlinear,96,mean,stuck_with_jitter,2024,flatness,0.07822592847141793,0.7669394766090736,0.1949685534587137,0.0,
ETTh1,nlinear,96,mean,stuck_with_jitter,3407,residual,0.02517844159882297,0.5436192588626716,0.06074074074063056,0.0,
ETTh1,nlinear,96,mean,stuck_with_jitter,3407,raw_zscore,0.0399119028189056,0.651191250143409,0.11144278606950689,0.75,0.0
ETTh1,nlinear,96,mean,stuck_with_jitter,3407,diff_score,0.027133410462756052,0.5428352900684539,0.06418918918895791,0.25,0.0
ETTh1,nlinear,96,mean,stuck_with_jitter,3407,rolling_zscore,0.020060223369908325,0.46026616696623196,0.0485133020343689,0.0,
ETTh1,nlinear,96,mean,stuck_with_jitter,3407,flatness,0.0542107389895156,0.7715667903170295,0.1271676300576375,0.0,
ETTh1,nlinear,96,max,drift,42,residual,0.4260586429622131,0.8024171480693219,0.46258503401317047,1.0,24.333333333333332
ETTh1,nlinear,96,max,drift,42,raw_zscore,0.10494572548451586,0.5001109759805412,0.17391304347776146,0.6666666666666666,8.0
ETTh1,nlinear,96,max,drift,42,diff_score,0.035541587682846223,0.5632137427789601,0.07692307692280778,0.6666666666666666,21.5
ETTh1,nlinear,96,max,drift,42,rolling_zscore,0.07743548977016365,0.790191547582852,0.16737588652457924,0.0,
ETTh1,nlinear,96,max,drift,42,flatness,0.01921493793692388,0.2991000304043782,0.0583771161704045,0.0,
ETTh1,nlinear,96,max,drift,2024,residual,0.33259483199389384,0.800563225352799,0.3999999999995418,1.0,23.333333333333332
ETTh1,nlinear,96,max,drift,2024,raw_zscore,0.03951437056874978,0.5410653243941324,0.11428571428521431,0.6666666666666666,15.0
ETTh1,nlinear,96,max,drift,2024,diff_score,0.03291344156674079,0.5619164978383007,0.06930693069273136,0.6666666666666666,17.0
ETTh1,nlinear,96,max,drift,2024,rolling_zscore,0.05300156856373699,0.7035060604161879,0.12298682284018764,0.0,
ETTh1,nlinear,96,max,drift,2024,flatness,0.017357572943876454,0.31928402848848136,0.05122166617598777,0.0,
ETTh1,nlinear,96,max,drift,3407,residual,0.0792482127975081,0.6362372498838383,0.181818181817705,0.5,37.0
ETTh1,nlinear,96,max,drift,3407,raw_zscore,0.018254199880738897,0.39214858356627114,0.04865462587535605,1.0,15.5
ETTh1,nlinear,96,max,drift,3407,diff_score,0.03381375095915642,0.6170576825211858,0.07099799062280308,0.5,24.0
ETTh1,nlinear,96,max,drift,3407,rolling_zscore,0.056789199933668315,0.7277430727134607,0.13387423935063547,0.0,
ETTh1,nlinear,96,max,drift,3407,flatness,0.01906297150214693,0.40134747431538426,0.048463356973947984,0.0,
ETTh1,nlinear,96,max,noise_burst,42,residual,0.4064165139242779,0.8327047319713636,0.444444444443949,0.875,2.7142857142857144
ETTh1,nlinear,96,max,noise_burst,42,raw_zscore,0.2542474680504244,0.6411122751877074,0.31325301204791234,1.0,1.5
ETTh1,nlinear,96,max,noise_burst,42,diff_score,0.7556987128665783,0.9532870612886327,0.7359999999995053,1.0,0.0
ETTh1,nlinear,96,max,noise_burst,42,rolling_zscore,0.15898285346017454,0.7550331761829928,0.30769230769180833,1.0,0.5
ETTh1,nlinear,96,max,noise_burst,42,flatness,0.010809558361460008,0.09408940108259123,0.0400929692039119,0.0,
ETTh1,nlinear,96,max,noise_burst,2024,residual,0.553995785856327,0.8754228898549477,0.5669291338577729,1.0,1.5
ETTh1,nlinear,96,max,noise_burst,2024,raw_zscore,0.30225786136921273,0.6936469676752894,0.3908045977008349,1.0,0.875
ETTh1,nlinear,96,max,noise_burst,2024,diff_score,0.8434660101345249,0.9733783841948953,0.7968749999995043,1.0,0.0
ETTh1,nlinear,96,max,noise_burst,2024,rolling_zscore,0.13304705404986691,0.7338096672836051,0.26086956521691496,1.0,0.25
ETTh1,nlinear,96,max,noise_burst,2024,flatness,0.010908577832861798,0.09038867128653208,0.04061502756015748,0.0,
ETTh1,nlinear,96,max,noise_burst,3407,residual,0.4950521746812578,0.8281212766295455,0.5343511450376807,0.875,1.0
ETTh1,nlinear,96,max,noise_burst,3407,raw_zscore,0.31833722579230084,0.6550629894991025,0.37894736842073257,0.875,0.42857142857142855
ETTh1,nlinear,96,max,noise_burst,3407,diff_score,0.8359427591952913,0.9782515449505139,0.8111888111883132,1.0,0.125
ETTh1,nlinear,96,max,noise_burst,3407,rolling_zscore,0.16171488657397137,0.7067930163470856,0.32835820895473294,1.0,0.625
ETTh1,nlinear,96,max,noise_burst,3407,flatness,0.01206188777865221,0.10884156512621727,0.04403244495940073,0.0,
ETTh1,nlinear,96,max,stuck_with_jitter,42,residual,0.028638575458347894,0.3773291925465838,0.11363636363587146,0.0,
ETTh1,nlinear,96,max,stuck_with_jitter,42,raw_zscore,0.05687463004627506,0.47313978292239167,0.2047244094483415,0.2,0.0
ETTh1,nlinear,96,max,stuck_with_jitter,42,diff_score,0.01813831918198608,0.4225445448271535,0.048215403882232215,0.0,
ETTh1,nlinear,96,max,stuck_with_jitter,42,rolling_zscore,0.016135611534707526,0.35782122466905075,0.048334421946391204,0.0,
ETTh1,nlinear,96,max,stuck_with_jitter,42,flatness,0.07407827912548381,0.7568111236589496,0.17210682492546348,0.0,
ETTh1,nlinear,96,max,stuck_with_jitter,2024,residual,0.02463312040899215,0.5043009666228824,0.05890736342034571,0.0,
ETTh1,nlinear,96,max,stuck_with_jitter,2024,raw_zscore,0.033842258844801264,0.5651847361153212,0.09582689335370176,0.6,0.0
ETTh1,nlinear,96,max,stuck_with_jitter,2024,diff_score,0.022315967845816936,0.44861742615607425,0.05607476635508569,0.0,
ETTh1,nlinear,96,max,stuck_with_jitter,2024,rolling_zscore,0.02215861592732083,0.446852581590381,0.053027305104798736,0.0,
ETTh1,nlinear,96,max,stuck_with_jitter,2024,flatness,0.07822592847141793,0.7669394766090736,0.1949685534587137,0.0,
ETTh1,nlinear,96,max,stuck_with_jitter,3407,residual,0.02517844159882297,0.5436192588626716,0.06074074074063056,0.0,
ETTh1,nlinear,96,max,stuck_with_jitter,3407,raw_zscore,0.0399119028189056,0.651191250143409,0.11144278606950689,0.75,0.0
ETTh1,nlinear,96,max,stuck_with_jitter,3407,diff_score,0.027133410462756052,0.5428352900684539,0.06418918918895791,0.25,0.0
ETTh1,nlinear,96,max,stuck_with_jitter,3407,rolling_zscore,0.020060223369908325,0.46026616696623196,0.0485133020343689,0.0,
ETTh1,nlinear,96,max,stuck_with_jitter,3407,flatness,0.0542107389895156,0.7715667903170295,0.1271676300576375,0.0,
ETTh2,nlinear,24,first,drift,42,residual,0.9153335097069594,0.9686374770361299,0.9189189189184221,1.0,3.0
ETTh2,nlinear,24,first,drift,42,raw_zscore,0.1692196996072229,0.5102097366809553,0.24561403508750382,1.0,0.6666666666666666
ETTh2,nlinear,24,first,drift,42,diff_score,0.04817807138900139,0.645127066748316,0.10280373831749402,0.6666666666666666,19.5
ETTh2,nlinear,24,first,drift,42,rolling_zscore,0.06187721717511695,0.6820636864666259,0.15463917525734935,0.3333333333333333,23.0
ETTh2,nlinear,24,first,drift,42,flatness,0.020481673037389868,0.33042253521126763,0.05834305717613939,0.0,
ETTh2,nlinear,24,first,drift,2024,residual,0.934837812404081,0.9788939016310693,0.9259259259254286,1.0,1.6666666666666667
ETTh2,nlinear,24,first,drift,2024,raw_zscore,0.028123787981386185,0.4381329463356154,0.08484848484798634,1.0,9.333333333333334
ETTh2,nlinear,24,first,drift,2024,diff_score,0.03387472525257504,0.6261949080354607,0.0871491875921988,0.3333333333333333,23.0
ETTh2,nlinear,24,first,drift,2024,rolling_zscore,0.0798689558106264,0.8018739943843265,0.19570405727890722,0.0,
ETTh2,nlinear,24,first,drift,2024,flatness,0.020807373627623797,0.3947481885772577,0.05178571428566383,0.0,
ETTh2,nlinear,24,first,drift,3407,residual,0.8929476142786487,0.9639382371290217,0.9171974522288003,1.0,5.0
ETTh2,nlinear,24,first,drift,3407,raw_zscore,0.01729552975301087,0.3582669855322183,0.048699132755116906,1.0,11.0
ETTh2,nlinear,24,first,drift,3407,diff_score,0.04845566764799844,0.7441345325450818,0.11290322580631547,0.0,
ETTh2,nlinear,24,first,drift,3407,rolling_zscore,0.055933238322120965,0.6427022370101898,0.15938303341869042,0.5,0.0
ETTh2,nlinear,24,first,drift,3407,flatness,0.01573987499426484,0.2880187754374499,0.04898446833925926,0.0,
ETTh2,nlinear,24,first,noise_burst,42,residual,0.9521111848691457,0.9952306224806917,0.9402985074621869,1.0,0.125
ETTh2,nlinear,24,first,noise_burst,42,raw_zscore,0.3003729404781953,0.6313073369290483,0.3953488372089851,1.0,0.875
ETTh2,nlinear,24,first,noise_burst,42,diff_score,0.8331201368643397,0.9727024567788899,0.827067669172433,1.0,0.125
ETTh2,nlinear,24,first,noise_burst,42,rolling_zscore,0.17882133811251905,0.7666961181223159,0.28799999999950543,1.0,0.5
ETTh2,nlinear,24,first,noise_burst,42,flatness,0.01110485632422024,0.12309829313429424,0.04036267914590956,0.0,
ETTh2,nlinear,24,first,noise_burst,2024,residual,0.9410913311211475,0.9769460818307905,0.955223880596516,1.0,0.0
ETTh2,nlinear,24,first,noise_burst,2024,raw_zscore,0.29216320514430666,0.6863167475728156,0.372093023255511,1.0,0.25
ETTh2,nlinear,24,first,noise_burst,2024,diff_score,0.8912784273331116,0.9768333911234397,0.8840579710139929,1.0,0.0
ETTh2,nlinear,24,first,noise_burst,2024,rolling_zscore,0.18123398089907003,0.7528952843273231,0.26315789473636814,1.0,0.375
ETTh2,nlinear,24,first,noise_burst,2024,flatness,0.011448233038228142,0.1305391816920943,0.040887850467249666,0.0,
ETTh2,nlinear,24,first,noise_burst,3407,residual,0.9221600732801217,0.9744200927851544,0.9444444444439459,1.0,0.125
ETTh2,nlinear,24,first,noise_burst,3407,raw_zscore,0.30775493547665134,0.6559550471924492,0.3829787234039456,1.0,0.5
ETTh2,nlinear,24,first,noise_burst,3407,diff_score,0.8874068664007039,0.9757438809790433,0.8947368421047631,1.0,0.125
ETTh2,nlinear,24,first,noise_burst,3407,rolling_zscore,0.12406785194691175,0.6821108622620381,0.22377622377572576,1.0,1.25
ETTh2,nlinear,24,first,noise_burst,3407,flatness,0.011947638848028998,0.09315709486482163,0.044353662095083554,0.0,
ETTh2,nlinear,24,first,stuck_with_jitter,42,residual,0.5143639912049366,0.8396425708678673,0.5496183206102023,0.8,2.75
ETTh2,nlinear,24,first,stuck_with_jitter,42,raw_zscore,0.025868559112156703,0.539215724986476,0.07349081364816831,0.6,0.0
ETTh2,nlinear,24,first,stuck_with_jitter,42,diff_score,0.021680701668257245,0.4970168171749199,0.05174129353226462,0.0,
ETTh2,nlinear,24,first,stuck_with_jitter,42,rolling_zscore,0.016991216879926448,0.36924735343707676,0.04556354916062636,0.0,
ETTh2,nlinear,24,first,stuck_with_jitter,42,flatness,0.03787540680667572,0.6901793858315597,0.09045226130630799,0.0,
ETTh2,nlinear,24,first,stuck_with_jitter,2024,residual,0.32210860982760947,0.8259852601195297,0.3697478991591718,1.0,3.0
ETTh2,nlinear,24,first,stuck_with_jitter,2024,raw_zscore,0.015063908952408792,0.3732791031203485,0.03991596638648673,0.5,0.0
ETTh2,nlinear,24,first,stuck_with_jitter,2024,diff_score,0.022701982216791483,0.5598982957295969,0.05790645879718932,0.0,
ETTh2,nlinear,24,first,stuck_with_jitter,2024,rolling_zscore,0.014790118142933123,0.37260499563413607,0.03918076580583813,0.0,
ETTh2,nlinear,24,first,stuck_with_jitter,2024,flatness,0.05560018912771746,0.7997765039609469,0.14084507042230196,0.0,
ETTh2,nlinear,24,first,stuck_with_jitter,3407,residual,0.70410063863445,0.89802174273028,0.7272727272722327,1.0,2.25
ETTh2,nlinear,24,first,stuck_with_jitter,3407,raw_zscore,0.024429381458507392,0.5539543964909714,0.06867469879509008,0.75,0.0
ETTh2,nlinear,24,first,stuck_with_jitter,3407,diff_score,0.04287677140148823,0.6146153046331347,0.10632911392373062,0.5,2.5
ETTh2,nlinear,24,first,stuck_with_jitter,3407,rolling_zscore,0.01993842382059747,0.42870456304660093,0.0466903073285596,0.25,0.0
ETTh2,nlinear,24,first,stuck_with_jitter,3407,flatness,0.03115659635113119,0.6151467422489053,0.08901515151501309,0.0,
ETTh2,nlinear,24,mean,drift,42,residual,0.7149958817924761,0.8955427181514138,0.7529411764701038,1.0,8.666666666666666
ETTh2,nlinear,24,mean,drift,42,raw_zscore,0.0967693696913544,0.5069215567041654,0.1974248927033727,1.0,4.0
ETTh2,nlinear,24,mean,drift,42,diff_score,0.060766153315720633,0.6341973244147158,0.12149532710230587,0.6666666666666666,14.5
ETTh2,nlinear,24,mean,drift,42,rolling_zscore,0.06444016624720815,0.6581514138035877,0.16266173752280402,0.3333333333333333,38.0
ETTh2,nlinear,24,mean,drift,42,flatness,0.020126280964936242,0.3295865004560657,0.057853630315246096,0.0,
ETTh2,nlinear,24,mean,drift,2024,residual,0.69380310443675,0.9160313846710806,0.661870503596654,1.0,5.666666666666667
ETTh2,nlinear,24,mean,drift,2024,raw_zscore,0.023094433538972732,0.44918962384343863,0.05985037406449813,1.0,17.666666666666668
ETTh2,nlinear,24,mean,drift,2024,diff_score,0.03029037257458155,0.584741396715331,0.0811287477952728,0.3333333333333333,16.0
ETTh2,nlinear,24,mean,drift,2024,rolling_zscore,0.10374964737405476,0.8148074660428719,0.25490196078390676,0.0,
ETTh2,nlinear,24,mean,drift,2024,flatness,0.023935142652198434,0.4634634530100183,0.0524286815727353,0.0,
ETTh2,nlinear,24,mean,drift,3407,residual,0.6646020471033823,0.9026418461946941,0.6666666666661732,1.0,10.5
ETTh2,nlinear,24,mean,drift,3407,raw_zscore,0.017609539996906964,0.37485157131583413,0.04906021025799308,1.0,7.0
ETTh2,nlinear,24,mean,drift,3407,diff_score,0.04754693342640233,0.7462994239860754,0.11357586512852523,0.0,
ETTh2,nlinear,24,mean,drift,3407,rolling_zscore,0.04718887436288561,0.6657312279200808,0.12743362831833593,0.5,0.0
ETTh2,nlinear,24,mean,drift,3407,flatness,0.014260629596639407,0.1914600957318917,0.04859259259254518,0.0,
ETTh2,nlinear,24,mean,noise_burst,42,residual,0.7079528988523838,0.9121354985158023,0.7199999999995055,1.0,0.125
ETTh2,nlinear,24,mean,noise_burst,42,raw_zscore,0.3228196932605606,0.6494805308189279,0.4137931034479476,1.0,0.5
ETTh2,nlinear,24,mean,noise_burst,42,diff_score,0.8281040228201488,0.9642264711017986,0.8333333333328343,1.0,0.0
ETTh2,nlinear,24,mean,noise_burst,42,rolling_zscore,0.19030571910840335,0.735262790291601,0.28571428571378643,1.0,1.125
ETTh2,nlinear,24,mean,noise_burst,42,flatness,0.01111424291333489,0.11661210057621792,0.0400929692039119,0.0,
ETTh2,nlinear,24,mean,noise_burst,2024,residual,0.7967262076675675,0.9550165712564025,0.8031496062987178,1.0,0.0
ETTh2,nlinear,24,mean,noise_burst,2024,raw_zscore,0.30355765458547435,0.6724099341453966,0.4090909090905836,1.0,0.375
ETTh2,nlinear,24,mean,noise_burst,2024,diff_score,0.9080972778208355,0.9927129514053287,0.8920863309347518,1.0,0.0
ETTh2,nlinear,24,mean,noise_burst,2024,rolling_zscore,0.1717386268571684,0.7441914518142299,0.2765957446804708,1.0,0.625
ETTh2,nlinear,24,mean,noise_burst,2024,flatness,0.011286875465321694,0.12852838634700642,0.04061502756015748,0.0,
ETTh2,nlinear,24,mean,noise_burst,3407,residual,0.7504356223399812,0.9284874577025117,0.7518796992476304,1.0,0.375
ETTh2,nlinear,24,mean,noise_burst,3407,raw_zscore,0.319209787266329,0.6373536467186681,0.38938053097301095,1.0,1.0
ETTh2,nlinear,24,mean,noise_burst,3407,diff_score,0.8907843741016515,0.9798719557723163,0.8947368421047631,1.0,0.125
ETTh2,nlinear,24,mean,noise_burst,3407,rolling_zscore,0.14030553344306373,0.72899423324384,0.26815642458051697,1.0,1.75
ETTh2,nlinear,24,mean,noise_burst,3407,flatness,0.011952080324343643,0.1005449028547826,0.04414754574494666,0.0,
ETTh2,nlinear,24,mean,stuck_with_jitter,42,residual,0.09505714156876284,0.7298803249890206,0.2133333333328337,0.6,3.6666666666666665
ETTh2,nlinear,24,mean,stuck_with_jitter,42,raw_zscore,0.025758992710537755,0.4293242988895163,0.10619469026503746,0.6,0.0
ETTh2,nlinear,24,mean,stuck_with_jitter,42,diff_score,0.021383388768126933,0.49242424242424243,0.05159332321688543,0.0,
ETTh2,nlinear,24,mean,stuck_with_jitter,42,rolling_zscore,0.01979872416845878,0.4728535353535353,0.04998264491490806,0.0,
ETTh2,nlinear,24,mean,stuck_with_jitter,42,flatness,0.06161613582709974,0.8097394755003452,0.16504854368910227,0.0,
ETTh2,nlinear,24,mean,stuck_with_jitter,2024,residual,0.04235415004344913,0.636037856589539,0.11153846153817532,0.4,8.5
ETTh2,nlinear,24,mean,stuck_with_jitter,2024,raw_zscore,0.0388295757843008,0.5815398605638072,0.12578616352184172,0.6,0.0
ETTh2,nlinear,24,mean,stuck_with_jitter,2024,diff_score,0.027485067001112713,0.5313259910410563,0.06342182890843065,0.0,
ETTh2,nlinear,24,mean,stuck_with_jitter,2024,rolling_zscore,0.02442075962904557,0.47123707520797553,0.052291421856587764,0.0,
ETTh2,nlinear,24,mean,stuck_with_jitter,2024,flatness,0.07724990370607591,0.811212151830521,0.1913043478258229,0.0,
ETTh2,nlinear,24,mean,stuck_with_jitter,3407,residual,0.11011726666553638,0.8118742590538834,0.21262458471722082,0.75,6.0
ETTh2,nlinear,24,mean,stuck_with_jitter,3407,raw_zscore,0.025899532923385583,0.5603694213927874,0.06301824212249205,0.75,0.3333333333333333
ETTh2,nlinear,24,mean,stuck_with_jitter,3407,diff_score,0.046088715074591745,0.6210944969214884,0.11055276381877731,0.5,2.5
ETTh2,nlinear,24,mean,stuck_with_jitter,3407,rolling_zscore,0.018450444534910238,0.40998508547171975,0.047472256473442005,0.0,
ETTh2,nlinear,24,mean,stuck_with_jitter,3407,flatness,0.03347972187137776,0.6359440131553787,0.09855072463754017,0.0,
ETTh2,nlinear,24,max,drift,42,residual,0.7149958817924761,0.8955427181514138,0.7529411764701038,1.0,10.666666666666666
ETTh2,nlinear,24,max,drift,42,raw_zscore,0.0967693696913544,0.5069215567041654,0.1974248927033727,1.0,4.0
ETTh2,nlinear,24,max,drift,42,diff_score,0.060766153315720633,0.6341973244147158,0.12149532710230587,0.6666666666666666,14.5
ETTh2,nlinear,24,max,drift,42,rolling_zscore,0.06444016624720815,0.6581514138035877,0.16266173752280402,0.3333333333333333,38.0
ETTh2,nlinear,24,max,drift,42,flatness,0.020126280964936242,0.3295865004560657,0.057853630315246096,0.0,
ETTh2,nlinear,24,max,drift,2024,residual,0.69380310443675,0.9160313846710806,0.661870503596654,1.0,11.333333333333334
ETTh2,nlinear,24,max,drift,2024,raw_zscore,0.023094433538972732,0.44918962384343863,0.05985037406449813,1.0,17.666666666666668
ETTh2,nlinear,24,max,drift,2024,diff_score,0.03029037257458155,0.584741396715331,0.0811287477952728,0.3333333333333333,16.0
ETTh2,nlinear,24,max,drift,2024,rolling_zscore,0.10374964737405476,0.8148074660428719,0.25490196078390676,0.0,
ETTh2,nlinear,24,max,drift,2024,flatness,0.023935142652198434,0.4634634530100183,0.0524286815727353,0.0,
ETTh2,nlinear,24,max,drift,3407,residual,0.6646020471033823,0.9026418461946941,0.6666666666661732,1.0,14.0
ETTh2,nlinear,24,max,drift,3407,raw_zscore,0.017609539996906964,0.37485157131583413,0.04906021025799308,1.0,7.0
ETTh2,nlinear,24,max,drift,3407,diff_score,0.04754693342640233,0.7462994239860754,0.11357586512852523,0.0,
ETTh2,nlinear,24,max,drift,3407,rolling_zscore,0.04718887436288561,0.6657312279200808,0.12743362831833593,0.5,0.0
ETTh2,nlinear,24,max,drift,3407,flatness,0.014260629596639407,0.1914600957318917,0.04859259259254518,0.0,
ETTh2,nlinear,24,max,noise_burst,42,residual,0.7079528988523838,0.9121354985158023,0.7199999999995055,1.0,0.5
ETTh2,nlinear,24,max,noise_burst,42,raw_zscore,0.3228196932605606,0.6494805308189279,0.4137931034479476,1.0,0.5
ETTh2,nlinear,24,max,noise_burst,42,diff_score,0.8281040228201488,0.9642264711017986,0.8333333333328343,1.0,0.0
ETTh2,nlinear,24,max,noise_burst,42,rolling_zscore,0.19030571910840335,0.735262790291601,0.28571428571378643,1.0,1.125
ETTh2,nlinear,24,max,noise_burst,42,flatness,0.01111424291333489,0.11661210057621792,0.0400929692039119,0.0,
ETTh2,nlinear,24,max,noise_burst,2024,residual,0.7967262076675675,0.9550165712564025,0.8031496062987178,1.0,0.375
ETTh2,nlinear,24,max,noise_burst,2024,raw_zscore,0.30355765458547435,0.6724099341453966,0.4090909090905836,1.0,0.375
ETTh2,nlinear,24,max,noise_burst,2024,diff_score,0.9080972778208355,0.9927129514053287,0.8920863309347518,1.0,0.0
ETTh2,nlinear,24,max,noise_burst,2024,rolling_zscore,0.1717386268571684,0.7441914518142299,0.2765957446804708,1.0,0.625
ETTh2,nlinear,24,max,noise_burst,2024,flatness,0.011286875465321694,0.12852838634700642,0.04061502756015748,0.0,
ETTh2,nlinear,24,max,noise_burst,3407,residual,0.7504356223399812,0.9284874577025117,0.7518796992476304,1.0,0.75
ETTh2,nlinear,24,max,noise_burst,3407,raw_zscore,0.319209787266329,0.6373536467186681,0.38938053097301095,1.0,1.0
ETTh2,nlinear,24,max,noise_burst,3407,diff_score,0.8907843741016515,0.9798719557723163,0.8947368421047631,1.0,0.125
ETTh2,nlinear,24,max,noise_burst,3407,rolling_zscore,0.14030553344306373,0.72899423324384,0.26815642458051697,1.0,1.75
ETTh2,nlinear,24,max,noise_burst,3407,flatness,0.011952080324343643,0.1005449028547826,0.04414754574494666,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,42,residual,0.09505714156876284,0.7298803249890206,0.2133333333328337,0.4,8.0
ETTh2,nlinear,24,max,stuck_with_jitter,42,raw_zscore,0.025758992710537755,0.4293242988895163,0.10619469026503746,0.6,0.0
ETTh2,nlinear,24,max,stuck_with_jitter,42,diff_score,0.021383388768126933,0.49242424242424243,0.05159332321688543,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,42,rolling_zscore,0.01979872416845878,0.4728535353535353,0.04998264491490806,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,42,flatness,0.06161613582709974,0.8097394755003452,0.16504854368910227,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,2024,residual,0.04235415004344913,0.636037856589539,0.11153846153817532,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,2024,raw_zscore,0.0388295757843008,0.5815398605638072,0.12578616352184172,0.6,0.0
ETTh2,nlinear,24,max,stuck_with_jitter,2024,diff_score,0.027485067001112713,0.5313259910410563,0.06342182890843065,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,2024,rolling_zscore,0.02442075962904557,0.47123707520797553,0.052291421856587764,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,2024,flatness,0.07724990370607591,0.811212151830521,0.1913043478258229,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,3407,residual,0.11011726666553638,0.8118742590538834,0.21262458471722082,0.5,13.5
ETTh2,nlinear,24,max,stuck_with_jitter,3407,raw_zscore,0.025899532923385583,0.5603694213927874,0.06301824212249205,0.75,0.3333333333333333
ETTh2,nlinear,24,max,stuck_with_jitter,3407,diff_score,0.046088715074591745,0.6210944969214884,0.11055276381877731,0.5,2.5
ETTh2,nlinear,24,max,stuck_with_jitter,3407,rolling_zscore,0.018450444534910238,0.40998508547171975,0.047472256473442005,0.0,
ETTh2,nlinear,24,max,stuck_with_jitter,3407,flatness,0.03347972187137776,0.6359440131553787,0.09855072463754017,0.0,
ETTh2,dlinear,96,first,drift,42,residual,0.8373488259965126,0.9665943824865757,0.8521739130429892,1.0,4.0
ETTh2,dlinear,96,first,drift,42,raw_zscore,0.013980197543840691,0.34131275581089704,0.03966346153842266,1.0,11.5
ETTh2,dlinear,96,first,drift,42,diff_score,0.029095885983546087,0.6649557846119185,0.07749077490763472,0.0,
ETTh2,dlinear,96,first,drift,42,rolling_zscore,0.06669687025355264,0.7333746385790996,0.1714285714281778,0.5,9.0
ETTh2,dlinear,96,first,drift,42,flatness,0.020020826554336672,0.43204348315872476,0.05929919137437058,0.0,
ETTh2,dlinear,96,first,drift,2024,residual,0.89580394469278,0.974563544545158,0.8957055214718949,1.0,3.0
ETTh2,dlinear,96,first,drift,2024,raw_zscore,0.02547795339641852,0.4781279456935081,0.0564635958392994,1.0,8.0
ETTh2,dlinear,96,first,drift,2024,diff_score,0.04143335713805663,0.6634122913597771,0.09131736526933931,0.0,
ETTh2,dlinear,96,first,drift,2024,rolling_zscore,0.08545576353139227,0.7992430351709087,0.20039292730816452,0.3333333333333333,0.0
ETTh2,dlinear,96,first,drift,2024,flatness,0.01792864561173832,0.3290037238942113,0.05203349282291582,0.0,
ETTh2,dlinear,96,first,drift,3407,residual,0.8725591708709547,0.9606050481426359,0.8589743589738601,1.0,5.0
ETTh2,dlinear,96,first,drift,3407,raw_zscore,0.01877433969268736,0.38950164019074807,0.050582362728732275,1.0,13.5
ETTh2,dlinear,96,first,drift,3407,diff_score,0.0430931282764845,0.7115257570695259,0.10468319559214724,0.0,
ETTh2,dlinear,96,first,drift,3407,rolling_zscore,0.05343340262225101,0.6227599246727213,0.14958448753427497,0.0,
ETTh2,dlinear,96,first,drift,3407,flatness,0.01924901932639529,0.38480887221699117,0.04968191457129357,0.0,
ETTh2,dlinear,96,first,noise_burst,42,residual,0.9192745096394708,0.9854937647455342,0.9047619047614092,1.0,0.125
ETTh2,dlinear,96,first,noise_burst,42,raw_zscore,0.27424698565407946,0.6546545331985171,0.33333333333297555,1.0,1.125
ETTh2,dlinear,96,first,noise_burst,42,diff_score,0.8123140615419374,0.9639680934726436,0.8153846153841172,1.0,0.125
ETTh2,dlinear,96,first,noise_burst,42,rolling_zscore,0.1770687047669116,0.759698910234805,0.2699999999995481,1.0,0.625
ETTh2,dlinear,96,first,noise_burst,42,flatness,0.011782500809824117,0.11041456016177958,0.041218637992791164,0.0,
ETTh2,dlinear,96,first,noise_burst,2024,residual,0.9401524840505459,0.9790987238567884,0.9393939393934412,1.0,0.0
ETTh2,dlinear,96,first,noise_burst,2024,raw_zscore,0.27885595400006974,0.6796880538816022,0.372093023255511,1.0,0.125
ETTh2,dlinear,96,first,noise_burst,2024,diff_score,0.9015322204516769,0.9767059553349876,0.8920863309347518,1.0,0.0
ETTh2,dlinear,96,first,noise_burst,2024,rolling_zscore,0.18333782425143685,0.7609890109890111,0.2828282828278686,1.0,0.25
ETTh2,dlinear,96,first,noise_burst,2024,flatness,0.011519035493803382,0.12041829138603331,0.041766109785161966,0.0,
