dataset,model,input_type,horizon,seed,aggregation_method,anomaly_type,anomaly_ratio,magnitude_scale,threshold_method,threshold_value,tp,fp,tn,fn,precision,recall,f1,false_positive_rate,true_negative_rate,num_points,num_true_anomaly,num_predicted_anomaly,validation_score_mean,validation_score_std,test_score_mean,test_score_std
ETTh1,nlinear,multivariate,96,42,mean,frozen,0.02,3.0,iqr,4.3813519,12,240,3072,65,0.047619047619047616,0.15584415584415584,0.0729483282674772,0.07246376811594203,0.927536231884058,3389,77,252,1.7803000770516717,1.1955284722179031,2.1141254376762935,1.384649226660077
ETTh1,nlinear,multivariate,96,42,mean,frozen,0.02,3.0,mad,4.74709554068,11,174,3138,66,0.05945945945945946,0.14285714285714285,0.08396946564885498,0.05253623188405797,0.947463768115942,3389,77,185,1.7803000770516717,1.1955284722179031,2.1141254376762935,1.384649226660077
ETTh1,nlinear,multivariate,96,42,max,spike,0.02,3.0,percentile,8.551311279999998,52,8,3312,17,0.8666666666666667,0.7536231884057971,0.8062015503875969,0.0024096385542168677,0.9975903614457832,3389,69,60,3.4085993047963528,1.5353941015088213,4.042041543992269,1.8584714850108506
ETTh1,nlinear,multivariate,96,42,max,spike,0.02,3.0,mean_std,8.01338134107203,56,11,3309,13,0.835820895522388,0.8115942028985508,0.823529411764706,0.0033132530120481927,0.9966867469879518,3389,69,67,3.4085993047963528,1.5353941015088213,4.042041543992269,1.8584714850108506
ETTh1,nlinear,multivariate,96,42,max,spike,0.02,3.0,iqr,6.9715226999999995,63,20,3300,6,0.7590361445783133,0.9130434782608695,0.8289473684210527,0.006024096385542169,0.9939759036144579,3389,69,83,3.4085993047963528,1.5353941015088213,4.042041543992269,1.8584714850108506
ETTh1,nlinear,multivariate,96,42,max,spike,0.02,3.0,mad,7.8940224156599985,57,11,3309,12,0.8382352941176471,0.8260869565217391,0.832116788321168,0.0033132530120481927,0.9966867469879518,3389,69,68,3.4085993047963528,1.5353941015088213,4.042041543992269,1.8584714850108506
ETTh1,nlinear,multivariate,96,42,max,level_shift,0.02,3.0,percentile,8.551311279999998,66,8,3304,11,0.8918918918918919,0.8571428571428571,0.8741721854304636,0.0024154589371980675,0.9975845410628019,3389,77,74,3.4085993047963528,1.5353941015088213,4.042041543992269,1.8584714850108506
ETTh1,nlinear,multivariate,96,42,max,level_shift,0.02,3.0,mean_std,8.01338134107203,72,11,3301,5,0.8674698795180723,0.935064935064935,0.9,0.003321256038647343,0.9966787439613527,3389,77,83,3.4085993047963528,1.5353941015088213,4.042041543992269,1.8584714850108506
ETTh1,nlinear,multivariate,96,42,max,level_shift,0.02,3.0,iqr,6.9715226999999995,77,21,3291,0,0.7857142857142857,1.0,0.88,0.006340579710144928,0.9936594202898551,3389,77,98,3.4085993047963528,1.5353941015088213,4.042041543992269,1.8584714850108506
ETTh1,nlinear,multivariate,96,42,max,level_shift,0.02,3.0,mad,7.8940224156599985,72,11,3301,5,0.8674698795180723,0.935064935064935,0.9,0.003321256038647343,0.9966787439613527,3389,77,83,3.4085993047963528,1.5353941015088213,4.042041543992269,1.8584714850108506
