dataset,model,input_type,horizon,seed,aggregation_method,anomaly_type,anomaly_ratio,magnitude_scale,threshold_method,threshold_value,tp,fp,tn,fn,precision,recall,f1,false_positive_rate,true_negative_rate,num_points,num_true_anomaly,num_predicted_anomaly,validation_score_mean,validation_score_std,test_score_mean,test_score_std
ETTh2,nlinear,multivariate,24,42,mean,frozen,0.02,3.0,mean_std,6.945084055705843,28,217,3095,49,0.11428571428571428,0.36363636363636365,0.17391304347826086,0.06551932367149758,0.9344806763285024,3389,77,245,2.370368598231003,1.5253688609263827,2.9128156648061925,2.2630612042517857
ETTh2,nlinear,multivariate,24,42,mean,frozen,0.02,3.0,iqr,6.1127008,33,315,2997,44,0.09482758620689655,0.42857142857142855,0.15529411764705883,0.09510869565217392,0.904891304347826,3389,77,348,2.370368598231003,1.5253688609263827,2.9128156648061925,2.2630612042517857
ETTh2,nlinear,multivariate,24,42,mean,frozen,0.02,3.0,mad,6.46164244967,31,270,3042,46,0.10299003322259136,0.4025974025974026,0.164021164021164,0.08152173913043478,0.9184782608695652,3389,77,301,2.370368598231003,1.5253688609263827,2.9128156648061925,2.2630612042517857
ETTh2,nlinear,multivariate,24,42,max,spike,0.02,3.0,percentile,11.002579899999997,69,32,3288,0,0.6831683168316832,1.0,0.8117647058823529,0.00963855421686747,0.9903614457831326,3389,69,101,4.530554544346504,2.068310435665043,5.1637388338197105,2.9163197990993885
ETTh2,nlinear,multivariate,24,42,max,spike,0.02,3.0,mean_std,10.733599567270993,69,33,3287,0,0.6764705882352942,1.0,0.8070175438596492,0.009939759036144578,0.9900602409638555,3389,69,102,4.530554544346504,2.068310435665043,5.1637388338197105,2.9163197990993885
ETTh2,nlinear,multivariate,24,42,max,spike,0.02,3.0,iqr,9.85923665,69,47,3273,0,0.5948275862068966,1.0,0.745945945945946,0.014156626506024096,0.9858433734939759,3389,69,116,4.530554544346504,2.068310435665043,5.1637388338197105,2.9163197990993885
ETTh2,nlinear,multivariate,24,42,max,spike,0.02,3.0,mad,10.94486725578,69,33,3287,0,0.6764705882352942,1.0,0.8070175438596492,0.009939759036144578,0.9900602409638555,3389,69,102,4.530554544346504,2.068310435665043,5.1637388338197105,2.9163197990993885
ETTh2,nlinear,multivariate,24,42,max,level_shift,0.02,3.0,percentile,11.002579899999997,77,34,3278,0,0.6936936936936937,1.0,0.8191489361702128,0.010265700483091788,0.9897342995169082,3389,77,111,4.530554544346504,2.068310435665043,5.1637388338197105,2.9163197990993885
ETTh2,nlinear,multivariate,24,42,max,level_shift,0.02,3.0,mean_std,10.733599567270993,77,35,3277,0,0.6875,1.0,0.8148148148148148,0.010567632850241546,0.9894323671497585,3389,77,112,4.530554544346504,2.068310435665043,5.1637388338197105,2.9163197990993885
ETTh2,nlinear,multivariate,24,42,max,level_shift,0.02,3.0,iqr,9.85923665,77,50,3262,0,0.6062992125984252,1.0,0.7549019607843137,0.015096618357487922,0.9849033816425121,3389,77,127,4.530554544346504,2.068310435665043,5.1637388338197105,2.9163197990993885
ETTh2,nlinear,multivariate,24,42,max,level_shift,0.02,3.0,mad,10.94486725578,77,35,3277,0,0.6875,1.0,0.8148148148148148,0.010567632850241546,0.9894323671497585,3389,77,112,4.530554544346504,2.068310435665043,5.1637388338197105,2.9163197990993885
ETTh2,nlinear,multivariate,24,42,max,frozen,0.02,3.0,percentile,11.002579899999997,5,34,3278,72,0.1282051282051282,0.06493506493506493,0.08620689655172413,0.010265700483091788,0.9897342995169082,3389,77,39,4.530554544346504,2.068310435665043,5.1637388338197105,2.9163197990993885
ETTh2,nlinear,multivariate,24,42,max,frozen,0.02,3.0,mean_std,10.733599567270993,9,35,3277,68,0.20454545454545456,0.11688311688311688,0.1487603305785124,0.010567632850241546,0.9894323671497585,3389,77,44,4.530554544346504,2.068310435665043,5.1637388338197105,2.9163197990993885
ETTh2,nlinear,multivariate,24,42,max,frozen,0.02,3.0,iqr,9.85923665,15,50,3262,62,0.23076923076923078,0.19480519480519481,0.2112676056338028,0.015096618357487922,0.9849033816425121,3389,77,65,4.530554544346504,2.068310435665043,5.1637388338197105,2.9163197990993885
ETTh2,nlinear,multivariate,24,42,max,frozen,0.02,3.0,mad,10.94486725578,6,35,3277,71,0.14634146341463414,0.07792207792207792,0.10169491525423728,0.010567632850241546,0.9894323671497585,3389,77,41,4.530554544346504,2.068310435665043,5.1637388338197105,2.9163197990993885
ETTh2,dlinear,multivariate,96,42,first,spike,0.02,3.0,percentile,2.800671927,67,99,3128,0,0.4036144578313253,1.0,0.575107296137339,0.030678648899907034,0.969321351100093,3294,67,166,0.8418051997150451,0.6656171789194244,0.8613354140558592,0.795302729409252
ETTh2,dlinear,multivariate,96,42,first,spike,0.02,3.0,mean_std,2.838012486888311,67,98,3129,0,0.40606060606060607,1.0,0.5775862068965517,0.03036876355748373,0.9696312364425163,3294,67,165,0.8418051997150451,0.6656171789194244,0.8613354140558592,0.795302729409252
ETTh2,dlinear,multivariate,96,42,first,spike,0.02,3.0,iqr,2.5953582699999997,67,127,3100,0,0.34536082474226804,1.0,0.5134099616858238,0.03935543848775953,0.9606445615122404,3294,67,194,0.8418051997150451,0.6656171789194244,0.8613354140558592,0.795302729409252
ETTh2,dlinear,multivariate,96,42,first,spike,0.02,3.0,mad,2.9261112234790003,67,88,3139,0,0.432258064516129,1.0,0.6036036036036037,0.027269910133250697,0.9727300898667492,3294,67,155,0.8418051997150451,0.6656171789194244,0.8613354140558592,0.795302729409252
ETTh2,dlinear,multivariate,96,42,first,level_shift,0.02,3.0,percentile,2.800671927,77,104,3113,0,0.425414364640884,1.0,0.5968992248062015,0.03232825613926018,0.9676717438607398,3294,77,181,0.8418051997150451,0.6656171789194244,0.8613354140558592,0.795302729409252
ETTh2,dlinear,multivariate,96,42,first,level_shift,0.02,3.0,mean_std,2.838012486888311,77,103,3114,0,0.42777777777777776,1.0,0.5992217898832685,0.032017407522536526,0.9679825924774634,3294,77,180,0.8418051997150451,0.6656171789194244,0.8613354140558592,0.795302729409252
ETTh2,dlinear,multivariate,96,42,first,level_shift,0.02,3.0,iqr,2.5953582699999997,77,130,3087,0,0.3719806763285024,1.0,0.5422535211267606,0.040410320174075226,0.9595896798259248,3294,77,207,0.8418051997150451,0.6656171789194244,0.8613354140558592,0.795302729409252
ETTh2,dlinear,multivariate,96,42,first,level_shift,0.02,3.0,mad,2.9261112234790003,77,92,3125,0,0.4556213017751479,1.0,0.6260162601626017,0.028598072738576313,0.9714019272614237,3294,77,169,0.8418051997150451,0.6656171789194244,0.8613354140558592,0.795302729409252
ETTh2,dlinear,multivariate,96,42,first,frozen,0.02,3.0,percentile,2.800671927,35,104,3113,42,0.2517985611510791,0.45454545454545453,0.324074074074074,0.03232825613926018,0.9676717438607398,3294,77,139,0.8418051997150451,0.6656171789194244,0.8613354140558592,0.795302729409252
ETTh2,dlinear,multivariate,96,42,first,frozen,0.02,3.0,mean_std,2.838012486888311,35,103,3114,42,0.2536231884057971,0.45454545454545453,0.32558139534883723,0.032017407522536526,0.9679825924774634,3294,77,138,0.8418051997150451,0.6656171789194244,0.8613354140558592,0.795302729409252
ETTh2,dlinear,multivariate,96,42,first,frozen,0.02,3.0,iqr,2.5953582699999997,38,130,3087,39,0.2261904761904762,0.4935064935064935,0.31020408163265306,0.040410320174075226,0.9595896798259248,3294,77,168,0.8418051997150451,0.6656171789194244,0.8613354140558592,0.795302729409252
ETTh2,dlinear,multivariate,96,42,first,frozen,0.02,3.0,mad,2.9261112234790003,34,92,3125,43,0.2698412698412698,0.44155844155844154,0.33497536945812806,0.028598072738576313,0.9714019272614237,3294,77,126,0.8418051997150451,0.6656171789194244,0.8613354140558592,0.795302729409252
ETTh2,dlinear,multivariate,96,42,mean,spike,0.02,3.0,percentile,10.3083672,69,173,3147,0,0.28512396694214875,1.0,0.44372990353697744,0.05210843373493976,0.9478915662650602,3389,69,242,3.2987887056960483,1.9107022535842584,4.492458267334493,3.0299836433489578
ETTh2,dlinear,multivariate,96,42,mean,spike,0.02,3.0,mean_std,9.029152919893662,69,273,3047,0,0.20175438596491227,1.0,0.3357664233576642,0.0822289156626506,0.9177710843373494,3389,69,342,3.2987887056960483,1.9107022535842584,4.492458267334493,3.0299836433489578
ETTh2,dlinear,multivariate,96,42,mean,spike,0.02,3.0,iqr,7.66269355,69,492,2828,0,0.12299465240641712,1.0,0.21904761904761905,0.14819277108433734,0.8518072289156626,3389,69,561,3.2987887056960483,1.9107022535842584,4.492458267334493,3.0299836433489578
ETTh2,dlinear,multivariate,96,42,mean,spike,0.02,3.0,mad,8.430836921360001,69,356,2964,0,0.1623529411764706,1.0,0.2793522267206478,0.10722891566265061,0.8927710843373494,3389,69,425,3.2987887056960483,1.9107022535842584,4.492458267334493,3.0299836433489578
ETTh2,dlinear,multivariate,96,42,mean,level_shift,0.02,3.0,percentile,10.3083672,77,176,3136,0,0.30434782608695654,1.0,0.4666666666666667,0.05314009661835749,0.9468599033816425,3389,77,253,3.2987887056960483,1.9107022535842584,4.492458267334493,3.0299836433489578
ETTh2,dlinear,multivariate,96,42,mean,level_shift,0.02,3.0,mean_std,9.029152919893662,77,278,3034,0,0.21690140845070421,1.0,0.35648148148148145,0.08393719806763285,0.9160628019323671,3389,77,355,3.2987887056960483,1.9107022535842584,4.492458267334493,3.0299836433489578
ETTh2,dlinear,multivariate,96,42,mean,level_shift,0.02,3.0,iqr,7.66269355,77,498,2814,0,0.13391304347826086,1.0,0.23619631901840488,0.1503623188405797,0.8496376811594203,3389,77,575,3.2987887056960483,1.9107022535842584,4.492458267334493,3.0299836433489578
ETTh2,dlinear,multivariate,96,42,mean,level_shift,0.02,3.0,mad,8.430836921360001,77,363,2949,0,0.175,1.0,0.2978723404255319,0.10960144927536232,0.8903985507246377,3389,77,440,3.2987887056960483,1.9107022535842584,4.492458267334493,3.0299836433489578
ETTh2,dlinear,multivariate,96,42,mean,frozen,0.02,3.0,percentile,10.3083672,26,176,3136,51,0.12871287128712872,0.33766233766233766,0.1863799283154122,0.05314009661835749,0.9468599033816425,3389,77,202,3.2987887056960483,1.9107022535842584,4.492458267334493,3.0299836433489578
ETTh2,dlinear,multivariate,96,42,mean,frozen,0.02,3.0,mean_std,9.029152919893662,34,278,3034,43,0.10897435897435898,0.44155844155844154,0.17480719794344474,0.08393719806763285,0.9160628019323671,3389,77,312,3.2987887056960483,1.9107022535842584,4.492458267334493,3.0299836433489578
ETTh2,dlinear,multivariate,96,42,mean,frozen,0.02,3.0,iqr,7.66269355,38,498,2814,39,0.0708955223880597,0.4935064935064935,0.12398042414355627,0.1503623188405797,0.8496376811594203,3389,77,536,3.2987887056960483,1.9107022535842584,4.492458267334493,3.0299836433489578
ETTh2,dlinear,multivariate,96,42,mean,frozen,0.02,3.0,mad,8.430836921360001,35,363,2949,42,0.08793969849246232,0.45454545454545453,0.14736842105263157,0.10960144927536232,0.8903985507246377,3389,77,398,3.2987887056960483,1.9107022535842584,4.492458267334493,3.0299836433489578
ETTh2,dlinear,multivariate,96,42,max,spike,0.02,3.0,percentile,15.249635319999987,69,23,3297,0,0.75,1.0,0.8571428571428571,0.0069277108433734936,0.9930722891566265,3389,69,92,6.878576100060791,2.6144511665644012,8.557084869189142,4.086095217529337
ETTh2,dlinear,multivariate,96,42,max,spike,0.02,3.0,mean_std,14.719545239309873,69,28,3292,0,0.711340206185567,1.0,0.8313253012048193,0.008433734939759036,0.9915662650602409,3389,69,97,6.878576100060791,2.6144511665644012,8.557084869189142,4.086095217529337
ETTh2,dlinear,multivariate,96,42,max,spike,0.02,3.0,iqr,13.0226186,69,53,3267,0,0.5655737704918032,1.0,0.7225130890052355,0.015963855421686747,0.9840361445783132,3389,69,122,6.878576100060791,2.6144511665644012,8.557084869189142,4.086095217529337
ETTh2,dlinear,multivariate,96,42,max,spike,0.02,3.0,mad,14.6448108929,69,30,3290,0,0.696969696969697,1.0,0.8214285714285715,0.009036144578313253,0.9909638554216867,3389,69,99,6.878576100060791,2.6144511665644012,8.557084869189142,4.086095217529337
ETTh2,dlinear,multivariate,96,42,max,level_shift,0.02,3.0,percentile,15.249635319999987,77,23,3289,0,0.77,1.0,0.8700564971751412,0.006944444444444444,0.9930555555555556,3389,77,100,6.878576100060791,2.6144511665644012,8.557084869189142,4.086095217529337
ETTh2,dlinear,multivariate,96,42,max,level_shift,0.02,3.0,mean_std,14.719545239309873,77,29,3283,0,0.7264150943396226,1.0,0.8415300546448087,0.008756038647342996,0.991243961352657,3389,77,106,6.878576100060791,2.6144511665644012,8.557084869189142,4.086095217529337
ETTh2,dlinear,multivariate,96,42,max,level_shift,0.02,3.0,iqr,13.0226186,77,55,3257,0,0.5833333333333334,1.0,0.7368421052631579,0.016606280193236716,0.9833937198067633,3389,77,132,6.878576100060791,2.6144511665644012,8.557084869189142,4.086095217529337
ETTh2,dlinear,multivariate,96,42,max,level_shift,0.02,3.0,mad,14.6448108929,77,31,3281,0,0.7129629629629629,1.0,0.8324324324324325,0.009359903381642512,0.9906400966183575,3389,77,108,6.878576100060791,2.6144511665644012,8.557084869189142,4.086095217529337
ETTh2,dlinear,multivariate,96,42,max,frozen,0.02,3.0,percentile,15.249635319999987,3,23,3289,74,0.11538461538461539,0.03896103896103896,0.05825242718446603,0.006944444444444444,0.9930555555555556,3389,77,26,6.878576100060791,2.6144511665644012,8.557084869189142,4.086095217529337
ETTh2,dlinear,multivariate,96,42,max,frozen,0.02,3.0,mean_std,14.719545239309873,5,29,3283,72,0.14705882352941177,0.06493506493506493,0.09009009009009009,0.008756038647342996,0.991243961352657,3389,77,34,6.878576100060791,2.6144511665644012,8.557084869189142,4.086095217529337
ETTh2,dlinear,multivariate,96,42,max,frozen,0.02,3.0,iqr,13.0226186,12,55,3257,65,0.1791044776119403,0.15584415584415584,0.16666666666666666,0.016606280193236716,0.9833937198067633,3389,77,67,6.878576100060791,2.6144511665644012,8.557084869189142,4.086095217529337
ETTh2,dlinear,multivariate,96,42,max,frozen,0.02,3.0,mad,14.6448108929,5,31,3281,72,0.1388888888888889,0.06493506493506493,0.08849557522123894,0.009359903381642512,0.9906400966183575,3389,77,36,6.878576100060791,2.6144511665644012,8.557084869189142,4.086095217529337
