dataset,model,horizon,aggregation_method,anomaly_type,injection_seed,detector_type,threshold_method,threshold_value,tp,fp,tn,fn,precision,recall,f1,false_positive_rate,true_negative_rate,num_points,num_true_anomaly,num_predicted_anomaly,num_true_events,num_detected_events,event_recall,mean_detection_delay,median_detection_delay,max_detection_delay
ETTh1,nlinear,24,max,spike,42,hybrid_rankmax,percentile,1.0,0,0,3320,69,0.0,0.0,0.0,0.0,1.0,3389,69,0,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,42,hybrid_or,percentile,,69,23,3297,0,0.75,1.0,0.8571428571428571,0.0069277108433734936,0.9930722891566265,3389,69,92,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,42,residual,mean_std,5.719473153193604,69,24,3296,0,0.7419354838709677,1.0,0.8518518518518519,0.007228915662650603,0.9927710843373494,3389,69,93,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,42,flatness,mean_std,389973.6279725685,0,26,3294,69,0.0,0.0,0.0,0.00783132530120482,0.9921686746987952,3389,69,26,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,42,hybrid_rankmax,mean_std,1.34667693353174,0,0,3320,69,0.0,0.0,0.0,0.0,1.0,3389,69,0,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,42,hybrid_or,mean_std,,69,50,3270,0,0.5798319327731093,1.0,0.7340425531914894,0.015060240963855422,0.9849397590361446,3389,69,119,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,42,residual,iqr,4.97172555,69,41,3279,0,0.6272727272727273,1.0,0.770949720670391,0.012349397590361445,0.9876506024096385,3389,69,110,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,42,flatness,iqr,4.313793775434313,0,134,3186,69,0.0,0.0,0.0,0.04036144578313253,0.9596385542168675,3389,69,134,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,42,hybrid_rankmax,iqr,1.374468085106383,0,0,3320,69,0.0,0.0,0.0,0.0,1.0,3389,69,0,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,42,hybrid_or,iqr,,69,174,3146,0,0.2839506172839506,1.0,0.4423076923076923,0.05240963855421687,0.9475903614457831,3389,69,243,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,42,residual,mad,5.3379420051899995,69,35,3285,0,0.6634615384615384,1.0,0.7976878612716763,0.010542168674698794,0.9894578313253012,3389,69,104,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,42,flatness,mad,4.884718769527272,0,96,3224,69,0.0,0.0,0.0,0.02891566265060241,0.9710843373493976,3389,69,96,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,42,hybrid_rankmax,mad,1.5702474164133737,0,0,3320,69,0.0,0.0,0.0,0.0,1.0,3389,69,0,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,42,hybrid_or,mad,,69,130,3190,0,0.34673366834170855,1.0,0.5149253731343283,0.0391566265060241,0.9608433734939759,3389,69,199,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,2024,residual,percentile,5.787593368,69,23,3297,0,0.75,1.0,0.8571428571428571,0.0069277108433734936,0.9930722891566265,3389,69,92,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,2024,flatness,percentile,1000000.0,0,0,3320,69,0.0,0.0,0.0,0.0,1.0,3389,69,0,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,2024,hybrid_rankmax,percentile,1.0,0,0,3320,69,0.0,0.0,0.0,0.0,1.0,3389,69,0,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,2024,hybrid_or,percentile,,69,23,3297,0,0.75,1.0,0.8571428571428571,0.0069277108433734936,0.9930722891566265,3389,69,92,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,2024,residual,mean_std,5.719473153193604,69,24,3296,0,0.7419354838709677,1.0,0.8518518518518519,0.007228915662650603,0.9927710843373494,3389,69,93,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,2024,flatness,mean_std,389973.6279725685,0,26,3294,69,0.0,0.0,0.0,0.00783132530120482,0.9921686746987952,3389,69,26,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,2024,hybrid_rankmax,mean_std,1.34667693353174,0,0,3320,69,0.0,0.0,0.0,0.0,1.0,3389,69,0,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,2024,hybrid_or,mean_std,,69,50,3270,0,0.5798319327731093,1.0,0.7340425531914894,0.015060240963855422,0.9849397590361446,3389,69,119,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,2024,residual,iqr,4.97172555,69,41,3279,0,0.6272727272727273,1.0,0.770949720670391,0.012349397590361445,0.9876506024096385,3389,69,110,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,2024,flatness,iqr,4.313793775434313,0,124,3196,69,0.0,0.0,0.0,0.03734939759036145,0.9626506024096385,3389,69,124,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,2024,hybrid_rankmax,iqr,1.374468085106383,0,0,3320,69,0.0,0.0,0.0,0.0,1.0,3389,69,0,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,2024,hybrid_or,iqr,,69,164,3156,0,0.296137339055794,1.0,0.45695364238410596,0.04939759036144578,0.9506024096385542,3389,69,233,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,2024,residual,mad,5.3379420051899995,69,35,3285,0,0.6634615384615384,1.0,0.7976878612716763,0.010542168674698794,0.9894578313253012,3389,69,104,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,2024,flatness,mad,4.884718769527272,0,90,3230,69,0.0,0.0,0.0,0.02710843373493976,0.9728915662650602,3389,69,90,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,2024,hybrid_rankmax,mad,1.5702474164133737,0,0,3320,69,0.0,0.0,0.0,0.0,1.0,3389,69,0,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,2024,hybrid_or,mad,,69,124,3196,0,0.35751295336787564,1.0,0.5267175572519084,0.03734939759036145,0.9626506024096385,3389,69,193,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,3407,residual,percentile,5.787593368,68,23,3298,0,0.7472527472527473,1.0,0.8553459119496856,0.006925624811803674,0.9930743751881963,3389,68,91,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,3407,flatness,percentile,1000000.0,0,0,3321,68,0.0,0.0,0.0,0.0,1.0,3389,68,0,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,3407,hybrid_rankmax,percentile,1.0,0,0,3321,68,0.0,0.0,0.0,0.0,1.0,3389,68,0,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,3407,hybrid_or,percentile,,68,23,3298,0,0.7472527472527473,1.0,0.8553459119496856,0.006925624811803674,0.9930743751881963,3389,68,91,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,3407,residual,mean_std,5.719473153193604,68,24,3297,0,0.7391304347826086,1.0,0.85,0.007226738934056007,0.992773261065944,3389,68,92,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,3407,flatness,mean_std,389973.6279725685,1,14,3307,67,0.06666666666666667,0.014705882352941176,0.024096385542168672,0.004215597711532671,0.9957844022884673,3389,68,15,33,1,0.030303030303030304,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,3407,hybrid_rankmax,mean_std,1.34667693353174,0,0,3321,68,0.0,0.0,0.0,0.0,1.0,3389,68,0,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,3407,hybrid_or,mean_std,,68,38,3283,0,0.6415094339622641,1.0,0.7816091954022989,0.011442336645588679,0.9885576633544113,3389,68,106,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,3407,residual,iqr,4.97172555,68,41,3280,0,0.6238532110091743,1.0,0.768361581920904,0.012345679012345678,0.9876543209876543,3389,68,109,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,3407,flatness,iqr,4.313793775434313,1,119,3202,67,0.008333333333333333,0.014705882352941176,0.010638297872340425,0.0358325805480277,0.9641674194519723,3389,68,120,33,1,0.030303030303030304,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,3407,hybrid_rankmax,iqr,1.374468085106383,0,0,3321,68,0.0,0.0,0.0,0.0,1.0,3389,68,0,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,3407,hybrid_or,iqr,,68,159,3162,0,0.29955947136563876,1.0,0.4610169491525423,0.04787714543812105,0.952122854561879,3389,68,227,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,3407,residual,mad,5.3379420051899995,68,35,3286,0,0.6601941747572816,1.0,0.7953216374269005,0.010538994278831678,0.9894610057211684,3389,68,103,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,3407,flatness,mad,4.884718769527272,1,81,3240,67,0.012195121951219513,0.014705882352941176,0.013333333333333334,0.024390243902439025,0.975609756097561,3389,68,82,33,1,0.030303030303030304,0.0,0.0,0.0
ETTh1,nlinear,24,max,spike,3407,hybrid_rankmax,mad,1.5702474164133737,0,0,3321,68,0.0,0.0,0.0,0.0,1.0,3389,68,0,33,0,0.0,,,
ETTh1,nlinear,24,max,spike,3407,hybrid_or,mad,,68,115,3206,0,0.37158469945355194,1.0,0.5418326693227092,0.03462812405901837,0.9653718759409816,3389,68,183,33,33,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,42,residual,percentile,5.787593368,77,23,3289,0,0.77,1.0,0.8700564971751412,0.006944444444444444,0.9930555555555556,3389,77,100,5,5,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,42,flatness,percentile,1000000.0,0,0,3312,77,0.0,0.0,0.0,0.0,1.0,3389,77,0,5,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,42,hybrid_rankmax,percentile,1.0,0,0,3312,77,0.0,0.0,0.0,0.0,1.0,3389,77,0,5,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,42,hybrid_or,percentile,,77,23,3289,0,0.77,1.0,0.8700564971751412,0.006944444444444444,0.9930555555555556,3389,77,100,5,5,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,42,residual,mean_std,5.719473153193604,77,24,3288,0,0.7623762376237624,1.0,0.8651685393258427,0.007246376811594203,0.9927536231884058,3389,77,101,5,5,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,42,flatness,mean_std,389973.6279725685,0,26,3286,77,0.0,0.0,0.0,0.00785024154589372,0.9921497584541062,3389,77,26,5,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,42,hybrid_rankmax,mean_std,1.34667693353174,0,0,3312,77,0.0,0.0,0.0,0.0,1.0,3389,77,0,5,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,42,hybrid_or,mean_std,,77,50,3262,0,0.6062992125984252,1.0,0.7549019607843137,0.015096618357487922,0.9849033816425121,3389,77,127,5,5,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,42,residual,iqr,4.97172555,77,41,3271,0,0.652542372881356,1.0,0.7897435897435898,0.012379227053140096,0.9876207729468599,3389,77,118,5,5,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,42,flatness,iqr,4.313793775434313,0,135,3177,77,0.0,0.0,0.0,0.04076086956521739,0.9592391304347826,3389,77,135,5,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,42,hybrid_rankmax,iqr,1.374468085106383,0,0,3312,77,0.0,0.0,0.0,0.0,1.0,3389,77,0,5,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,42,hybrid_or,iqr,,77,175,3137,0,0.3055555555555556,1.0,0.46808510638297873,0.05283816425120773,0.9471618357487923,3389,77,252,5,5,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,42,residual,mad,5.3379420051899995,77,35,3277,0,0.6875,1.0,0.8148148148148148,0.010567632850241546,0.9894323671497585,3389,77,112,5,5,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,42,flatness,mad,4.884718769527272,0,96,3216,77,0.0,0.0,0.0,0.028985507246376812,0.9710144927536232,3389,77,96,5,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,42,hybrid_rankmax,mad,1.5702474164133737,0,0,3312,77,0.0,0.0,0.0,0.0,1.0,3389,77,0,5,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,42,hybrid_or,mad,,77,130,3182,0,0.3719806763285024,1.0,0.5422535211267606,0.0392512077294686,0.9607487922705314,3389,77,207,5,5,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,2024,residual,percentile,5.787593368,90,23,3276,0,0.7964601769911505,1.0,0.8866995073891626,0.006971809639284632,0.9930281903607153,3389,90,113,5,5,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,2024,flatness,percentile,1000000.0,0,0,3299,90,0.0,0.0,0.0,0.0,1.0,3389,90,0,5,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,2024,hybrid_rankmax,percentile,1.0,0,0,3299,90,0.0,0.0,0.0,0.0,1.0,3389,90,0,5,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,2024,hybrid_or,percentile,,90,23,3276,0,0.7964601769911505,1.0,0.8866995073891626,0.006971809639284632,0.9930281903607153,3389,90,113,5,5,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,2024,residual,mean_std,5.719473153193604,90,24,3275,0,0.7894736842105263,1.0,0.8823529411764706,0.007274931797514398,0.9927250682024856,3389,90,114,5,5,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,2024,flatness,mean_std,389973.6279725685,0,26,3273,90,0.0,0.0,0.0,0.007881176113973931,0.992118823886026,3389,90,26,5,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,2024,hybrid_rankmax,mean_std,1.34667693353174,0,0,3299,90,0.0,0.0,0.0,0.0,1.0,3389,90,0,5,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,2024,hybrid_or,mean_std,,90,50,3249,0,0.6428571428571429,1.0,0.782608695652174,0.01515610791148833,0.9848438920885116,3389,90,140,5,5,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,2024,residual,iqr,4.97172555,90,41,3258,0,0.6870229007633588,1.0,0.8144796380090498,0.012428008487420431,0.9875719915125796,3389,90,131,5,5,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,2024,flatness,iqr,4.313793775434313,3,126,3173,87,0.023255813953488372,0.03333333333333333,0.0273972602739726,0.038193391936950594,0.9618066080630494,3389,90,129,5,1,0.2,12.0,12.0,12.0
ETTh1,nlinear,24,max,level_shift,2024,hybrid_rankmax,iqr,1.374468085106383,0,0,3299,90,0.0,0.0,0.0,0.0,1.0,3389,90,0,5,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,2024,hybrid_or,iqr,,90,166,3133,0,0.3515625,1.0,0.5202312138728323,0.050318278266141256,0.9496817217338588,3389,90,256,5,5,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,2024,residual,mad,5.3379420051899995,90,35,3264,0,0.72,1.0,0.8372093023255813,0.010609275538041831,0.9893907244619582,3389,90,125,5,5,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,2024,flatness,mad,4.884718769527272,2,91,3208,88,0.021505376344086023,0.022222222222222223,0.021857923497267763,0.02758411639890876,0.9724158836010912,3389,90,93,5,1,0.2,13.0,13.0,13.0
ETTh1,nlinear,24,max,level_shift,2024,hybrid_rankmax,mad,1.5702474164133737,0,0,3299,90,0.0,0.0,0.0,0.0,1.0,3389,90,0,5,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,2024,hybrid_or,mad,,90,125,3174,0,0.4186046511627907,1.0,0.5901639344262295,0.03789026977872082,0.9621097302212792,3389,90,215,5,5,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,3407,residual,percentile,5.787593368,79,23,3287,0,0.7745098039215687,1.0,0.8729281767955802,0.006948640483383686,0.9930513595166163,3389,79,102,4,4,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,3407,flatness,percentile,1000000.0,0,0,3310,79,0.0,0.0,0.0,0.0,1.0,3389,79,0,4,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,3407,hybrid_rankmax,percentile,1.0,0,0,3310,79,0.0,0.0,0.0,0.0,1.0,3389,79,0,4,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,3407,hybrid_or,percentile,,79,23,3287,0,0.7745098039215687,1.0,0.8729281767955802,0.006948640483383686,0.9930513595166163,3389,79,102,4,4,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,3407,residual,mean_std,5.719473153193604,79,24,3286,0,0.7669902912621359,1.0,0.868131868131868,0.0072507552870090634,0.992749244712991,3389,79,103,4,4,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,3407,flatness,mean_std,389973.6279725685,0,26,3284,79,0.0,0.0,0.0,0.00785498489425982,0.9921450151057402,3389,79,26,4,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,3407,hybrid_rankmax,mean_std,1.34667693353174,0,0,3310,79,0.0,0.0,0.0,0.0,1.0,3389,79,0,4,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,3407,hybrid_or,mean_std,,79,50,3260,0,0.6124031007751938,1.0,0.7596153846153846,0.015105740181268883,0.9848942598187311,3389,79,129,4,4,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,3407,residual,iqr,4.97172555,79,41,3269,0,0.6583333333333333,1.0,0.7939698492462312,0.012386706948640483,0.9876132930513595,3389,79,120,4,4,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,3407,flatness,iqr,4.313793775434313,0,135,3175,79,0.0,0.0,0.0,0.04078549848942598,0.959214501510574,3389,79,135,4,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,3407,hybrid_rankmax,iqr,1.374468085106383,0,0,3310,79,0.0,0.0,0.0,0.0,1.0,3389,79,0,4,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,3407,hybrid_or,iqr,,79,175,3135,0,0.3110236220472441,1.0,0.4744744744744745,0.052870090634441085,0.947129909365559,3389,79,254,4,4,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,3407,residual,mad,5.3379420051899995,79,35,3275,0,0.6929824561403509,1.0,0.8186528497409327,0.010574018126888218,0.9894259818731118,3389,79,114,4,4,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,level_shift,3407,flatness,mad,4.884718769527272,0,96,3214,79,0.0,0.0,0.0,0.029003021148036254,0.9709969788519638,3389,79,96,4,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,3407,hybrid_rankmax,mad,1.5702474164133737,0,0,3310,79,0.0,0.0,0.0,0.0,1.0,3389,79,0,4,0,0.0,,,
ETTh1,nlinear,24,max,level_shift,3407,hybrid_or,mad,,79,130,3180,0,0.37799043062200954,1.0,0.548611111111111,0.03927492447129909,0.9607250755287009,3389,79,209,4,4,1.0,0.0,0.0,0.0
ETTh1,nlinear,24,max,frozen,42,residual,percentile,5.787593368,0,23,3289,77,0.0,0.0,0.0,0.006944444444444444,0.9930555555555556,3389,77,23,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,42,flatness,percentile,1000000.0,0,0,3312,77,0.0,0.0,0.0,0.0,1.0,3389,77,0,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,42,hybrid_rankmax,percentile,1.0,0,0,3312,77,0.0,0.0,0.0,0.0,1.0,3389,77,0,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,42,hybrid_or,percentile,,0,23,3289,77,0.0,0.0,0.0,0.006944444444444444,0.9930555555555556,3389,77,23,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,42,residual,mean_std,5.719473153193604,0,24,3288,77,0.0,0.0,0.0,0.007246376811594203,0.9927536231884058,3389,77,24,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,42,flatness,mean_std,389973.6279725685,17,31,3281,60,0.3541666666666667,0.22077922077922077,0.27199999999999996,0.009359903381642512,0.9906400966183575,3389,77,48,5,5,1.0,12.0,12.0,12.0
ETTh1,nlinear,24,max,frozen,42,hybrid_rankmax,mean_std,1.34667693353174,0,0,3312,77,0.0,0.0,0.0,0.0,1.0,3389,77,0,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,42,hybrid_or,mean_std,,17,55,3257,60,0.2361111111111111,0.22077922077922077,0.22818791946308725,0.016606280193236716,0.9833937198067633,3389,77,72,5,5,1.0,12.0,12.0,12.0
ETTh1,nlinear,24,max,frozen,42,residual,iqr,4.97172555,0,41,3271,77,0.0,0.0,0.0,0.012379227053140096,0.9876207729468599,3389,77,41,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,42,flatness,iqr,4.313793775434313,33,142,3170,44,0.18857142857142858,0.42857142857142855,0.2619047619047619,0.042874396135265704,0.9571256038647343,3389,77,175,5,5,1.0,8.8,10.0,12.0
ETTh1,nlinear,24,max,frozen,42,hybrid_rankmax,iqr,1.374468085106383,0,0,3312,77,0.0,0.0,0.0,0.0,1.0,3389,77,0,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,42,hybrid_or,iqr,,33,182,3130,44,0.15348837209302327,0.42857142857142855,0.22602739726027396,0.05495169082125604,0.9450483091787439,3389,77,215,5,5,1.0,8.8,10.0,12.0
ETTh1,nlinear,24,max,frozen,42,residual,mad,5.3379420051899995,0,35,3277,77,0.0,0.0,0.0,0.010567632850241546,0.9894323671497585,3389,77,35,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,42,flatness,mad,4.884718769527272,33,103,3209,44,0.2426470588235294,0.42857142857142855,0.30985915492957744,0.03109903381642512,0.9689009661835749,3389,77,136,5,5,1.0,8.8,10.0,12.0
ETTh1,nlinear,24,max,frozen,42,hybrid_rankmax,mad,1.5702474164133737,0,0,3312,77,0.0,0.0,0.0,0.0,1.0,3389,77,0,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,42,hybrid_or,mad,,33,137,3175,44,0.19411764705882353,0.42857142857142855,0.2672064777327935,0.04136473429951691,0.9586352657004831,3389,77,170,5,5,1.0,8.8,10.0,12.0
ETTh1,nlinear,24,max,frozen,2024,residual,percentile,5.787593368,0,23,3276,90,0.0,0.0,0.0,0.006971809639284632,0.9930281903607153,3389,90,23,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,2024,flatness,percentile,1000000.0,0,0,3299,90,0.0,0.0,0.0,0.0,1.0,3389,90,0,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,2024,hybrid_rankmax,percentile,1.0,0,0,3299,90,0.0,0.0,0.0,0.0,1.0,3389,90,0,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,2024,hybrid_or,percentile,,0,23,3276,90,0.0,0.0,0.0,0.006971809639284632,0.9930281903607153,3389,90,23,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,2024,residual,mean_std,5.719473153193604,0,24,3275,90,0.0,0.0,0.0,0.007274931797514398,0.9927250682024856,3389,90,24,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,2024,flatness,mean_std,389973.6279725685,30,31,3268,60,0.4918032786885246,0.3333333333333333,0.3973509933774834,0.009396786905122764,0.9906032130948772,3389,90,61,5,5,1.0,12.0,12.0,12.0
ETTh1,nlinear,24,max,frozen,2024,hybrid_rankmax,mean_std,1.34667693353174,0,0,3299,90,0.0,0.0,0.0,0.0,1.0,3389,90,0,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,2024,hybrid_or,mean_std,,30,55,3244,60,0.35294117647058826,0.3333333333333333,0.34285714285714286,0.016671718702637162,0.9833282812973628,3389,90,85,5,5,1.0,12.0,12.0,12.0
ETTh1,nlinear,24,max,frozen,2024,residual,iqr,4.97172555,0,41,3258,90,0.0,0.0,0.0,0.012428008487420431,0.9875719915125796,3389,90,41,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,2024,flatness,iqr,4.313793775434313,41,143,3156,49,0.22282608695652173,0.45555555555555555,0.29927007299270075,0.04334646862685662,0.9566535313731434,3389,90,184,5,5,1.0,9.8,11.0,11.0
ETTh1,nlinear,24,max,frozen,2024,hybrid_rankmax,iqr,1.374468085106383,0,0,3299,90,0.0,0.0,0.0,0.0,1.0,3389,90,0,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,2024,hybrid_or,iqr,,41,183,3116,49,0.18303571428571427,0.45555555555555555,0.2611464968152866,0.05547135495604729,0.9445286450439527,3389,90,224,5,5,1.0,9.8,11.0,11.0
ETTh1,nlinear,24,max,frozen,2024,residual,mad,5.3379420051899995,0,35,3264,90,0.0,0.0,0.0,0.010609275538041831,0.9893907244619582,3389,90,35,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,2024,flatness,mad,4.884718769527272,41,104,3195,49,0.2827586206896552,0.45555555555555555,0.3489361702127659,0.031524704455895725,0.9684752955441043,3389,90,145,5,5,1.0,9.8,11.0,11.0
ETTh1,nlinear,24,max,frozen,2024,hybrid_rankmax,mad,1.5702474164133737,0,0,3299,90,0.0,0.0,0.0,0.0,1.0,3389,90,0,5,0,0.0,,,
ETTh1,nlinear,24,max,frozen,2024,hybrid_or,mad,,41,138,3161,49,0.22905027932960895,0.45555555555555555,0.3048327137546469,0.041830857835707794,0.9581691421642922,3389,90,179,5,5,1.0,9.8,11.0,11.0
ETTh1,nlinear,24,max,frozen,3407,residual,percentile,5.787593368,0,23,3287,79,0.0,0.0,0.0,0.006948640483383686,0.9930513595166163,3389,79,23,4,0,0.0,,,
ETTh1,nlinear,24,max,frozen,3407,flatness,percentile,1000000.0,0,0,3310,79,0.0,0.0,0.0,0.0,1.0,3389,79,0,4,0,0.0,,,
ETTh1,nlinear,24,max,frozen,3407,hybrid_rankmax,percentile,1.0,0,0,3310,79,0.0,0.0,0.0,0.0,1.0,3389,79,0,4,0,0.0,,,
ETTh1,nlinear,24,max,frozen,3407,hybrid_or,percentile,,0,23,3287,79,0.0,0.0,0.0,0.006948640483383686,0.9930513595166163,3389,79,23,4,0,0.0,,,
ETTh1,nlinear,24,max,frozen,3407,residual,mean_std,5.719473153193604,0,24,3286,79,0.0,0.0,0.0,0.0072507552870090634,0.992749244712991,3389,79,24,4,0,0.0,,,
ETTh1,nlinear,24,max,frozen,3407,flatness,mean_std,389973.6279725685,31,30,3280,48,0.5081967213114754,0.3924050632911392,0.44285714285714284,0.00906344410876133,0.9909365558912386,3389,79,61,4,4,1.0,12.0,12.0,12.0
ETTh1,nlinear,24,max,frozen,3407,hybrid_rankmax,mean_std,1.34667693353174,0,0,3310,79,0.0,0.0,0.0,0.0,1.0,3389,79,0,4,0,0.0,,,
ETTh1,nlinear,24,max,frozen,3407,hybrid_or,mean_std,,31,54,3256,48,0.36470588235294116,0.3924050632911392,0.3780487804878049,0.016314199395770394,0.9836858006042296,3389,79,85,4,4,1.0,12.0,12.0,12.0
ETTh1,nlinear,24,max,frozen,3407,residual,iqr,4.97172555,0,41,3269,79,0.0,0.0,0.0,0.012386706948640483,0.9876132930513595,3389,79,41,4,0,0.0,,,
ETTh1,nlinear,24,max,frozen,3407,flatness,iqr,4.313793775434313,41,139,3171,38,0.22777777777777777,0.5189873417721519,0.31660231660231664,0.04199395770392749,0.9580060422960726,3389,79,180,4,4,1.0,9.5,10.0,12.0
