dataset,horizon,model,anomaly_type,injection_seed,forecast_mae,forecast_rmse,forecast_wape,average_precision,oracle_best_f1,fixed_f1,fixed_precision,fixed_recall,event_recall,mean_detection_delay
ETTh1,96,linear,level_shift,3407,2.281933546066284,2.9637420175381317,28.86858367919922,0.9999999999999998,0.9999999999995,0.6422764227642276,0.47305389221556887,1.0,1.0,0.0
ETTh1,96,linear,frozen,42,2.281933546066284,2.9637420175381317,28.86858367919922,0.09715460048315397,0.23121387283187597,0.21739130434782605,0.18691588785046728,0.2597402597402597,0.8,8.0
ETTh1,96,linear,frozen,2024,2.281933546066284,2.9637420175381317,28.86858367919922,0.03558547795532132,0.11042944785227655,0.08805031446540881,0.07608695652173914,0.1044776119402985,0.5,9.0
ETTh1,96,linear,frozen,3407,2.281933546066284,2.9637420175381317,28.86858367919922,0.04894676978031896,0.1311475409831159,0.12359550561797751,0.1111111111111111,0.13924050632911392,0.5,8.5
ETTh1,96,nlinear,spike,42,2.130739450454712,2.7830343630304144,26.95583724975586,1.0000000000000002,0.9999999999995,0.6261682242990654,0.4557823129251701,1.0,1.0,0.0
ETTh1,96,nlinear,spike,2024,2.130739450454712,2.7830343630304144,26.95583724975586,0.9997805092186131,0.9925925925920926,0.6291079812206573,0.4589041095890411,1.0,1.0,0.0
ETTh1,96,nlinear,spike,3407,2.130739450454712,2.7830343630304144,26.95583724975586,0.9999999999999998,0.9999999999995,0.6296296296296297,0.4594594594594595,1.0,1.0,0.0
ETTh1,96,nlinear,level_shift,42,2.130739450454712,2.7830343630304144,26.95583724975586,1.0,0.9999999999995,0.6637931034482758,0.4967741935483871,1.0,1.0,0.0
ETTh1,96,nlinear,level_shift,2024,2.130739450454712,2.7830343630304144,26.95583724975586,1.0000000000000002,0.9999999999995,0.6261682242990654,0.4557823129251701,1.0,1.0,0.0
ETTh1,96,nlinear,level_shift,3407,2.130739450454712,2.7830343630304144,26.95583724975586,0.9999999999999998,0.9999999999995,0.6638655462184874,0.4968553459119497,1.0,1.0,0.0
