dataset,model,horizon,aggregation_method,anomaly_type,magnitude_scale,injection_seed,detector_type,threshold_method,precision,recall,f1,false_positive_rate
ETTh2,nlinear,24,first,spike,1.0,2024,diff_score,percentile,0.25,0.4626865671641791,0.32460732984293195,0.028190360715368293
ETTh2,nlinear,24,first,spike,1.0,2024,rolling_zscore,percentile,0.23076923076923078,0.1791044776119403,0.20168067226890757,0.012124886329190664
ETTh2,nlinear,24,first,spike,1.0,3407,residual,percentile,0.5074626865671642,1.0,0.6732673267326732,0.02001212856276531
ETTh2,nlinear,24,first,spike,1.0,3407,raw_zscore,percentile,0.017094017094017096,0.47058823529411764,0.03298969072164949,0.5579138872043663
ETTh2,nlinear,24,first,spike,1.0,3407,diff_score,percentile,0.264,0.4852941176470588,0.34196891191709844,0.027895694360218316
ETTh2,nlinear,24,first,spike,1.0,3407,rolling_zscore,percentile,0.3090909090909091,0.25,0.2764227642276423,0.011522134627046696
ETTh2,nlinear,24,first,spike,2.0,42,residual,percentile,0.5114503816793893,1.0,0.6767676767676767,0.019399818126705062
ETTh2,nlinear,24,first,spike,2.0,42,raw_zscore,percentile,0.021528525296017224,0.5970149253731343,0.04155844155844156,0.5510760836617157
ETTh2,nlinear,24,first,spike,2.0,42,diff_score,percentile,0.2619047619047619,0.4925373134328358,0.34196891191709844,0.028190360715368293
ETTh2,nlinear,24,first,spike,2.0,42,rolling_zscore,percentile,0.4507042253521127,0.47761194029850745,0.463768115942029,0.011821764170960897
ETTh2,nlinear,24,first,spike,2.0,2024,residual,percentile,0.5037593984962406,1.0,0.67,0.020006062443164597
ETTh2,nlinear,24,first,spike,2.0,2024,raw_zscore,percentile,0.02658160552897395,0.746268656716418,0.0513347022587269,0.5550166717187026
ETTh2,nlinear,24,first,spike,2.0,2024,diff_score,percentile,0.25,0.4626865671641791,0.32460732984293195,0.028190360715368293
ETTh2,nlinear,24,first,spike,2.0,2024,rolling_zscore,percentile,0.40298507462686567,0.40298507462686567,0.40298507462686567,0.012124886329190664
ETTh2,nlinear,24,first,spike,2.0,3407,residual,percentile,0.5074626865671642,1.0,0.6732673267326732,0.02001212856276531
ETTh2,nlinear,24,first,spike,2.0,3407,raw_zscore,percentile,0.024390243902439025,0.6764705882352942,0.047082906857727744,0.5579138872043663
ETTh2,nlinear,24,first,spike,2.0,3407,diff_score,percentile,0.264,0.4852941176470588,0.34196891191709844,0.027895694360218316
ETTh2,nlinear,24,first,spike,2.0,3407,rolling_zscore,percentile,0.45714285714285713,0.47058823529411764,0.46376811594202894,0.011522134627046696
ETTh2,nlinear,24,first,spike,3.0,42,residual,percentile,0.5114503816793893,1.0,0.6767676767676767,0.019399818126705062
ETTh2,nlinear,24,first,spike,3.0,42,raw_zscore,percentile,0.026245313336904125,0.7313432835820896,0.050672182006204755,0.5510760836617157
ETTh2,nlinear,24,first,spike,3.0,42,diff_score,percentile,0.2619047619047619,0.4925373134328358,0.34196891191709844,0.028190360715368293
ETTh2,nlinear,24,first,spike,3.0,42,rolling_zscore,percentile,0.524390243902439,0.6417910447761194,0.5771812080536913,0.011821764170960897
ETTh2,nlinear,24,first,spike,3.0,2024,residual,percentile,0.5037593984962406,1.0,0.67,0.020006062443164597
ETTh2,nlinear,24,first,spike,3.0,2024,raw_zscore,percentile,0.030190677966101694,0.8507462686567164,0.058312020460358056,0.5550166717187026
ETTh2,nlinear,24,first,spike,3.0,2024,diff_score,percentile,0.25,0.4626865671641791,0.32460732984293195,0.028190360715368293
ETTh2,nlinear,24,first,spike,3.0,2024,rolling_zscore,percentile,0.4805194805194805,0.5522388059701493,0.5138888888888888,0.012124886329190664
ETTh2,nlinear,24,first,spike,3.0,3407,residual,percentile,0.5074626865671642,1.0,0.6732673267326732,0.02001212856276531
ETTh2,nlinear,24,first,spike,3.0,3407,raw_zscore,percentile,0.030047443331576173,0.8382352941176471,0.05801526717557252,0.5579138872043663
ETTh2,nlinear,24,first,spike,3.0,3407,diff_score,percentile,0.264,0.4852941176470588,0.34196891191709844,0.027895694360218316
ETTh2,nlinear,24,first,spike,3.0,3407,rolling_zscore,percentile,0.525,0.6176470588235294,0.5675675675675677,0.011522134627046696
ETTh2,nlinear,24,first,spike,5.0,42,residual,percentile,0.5114503816793893,1.0,0.6767676767676767,0.019399818126705062
ETTh2,nlinear,24,first,spike,5.0,42,raw_zscore,percentile,0.035543766578249335,1.0,0.06864754098360655,0.5510760836617157
ETTh2,nlinear,24,first,spike,5.0,42,diff_score,percentile,0.2619047619047619,0.4925373134328358,0.34196891191709844,0.028190360715368293
ETTh2,nlinear,24,first,spike,5.0,42,rolling_zscore,percentile,0.5517241379310345,0.7164179104477612,0.6233766233766233,0.011821764170960897
ETTh2,nlinear,24,first,spike,5.0,2024,residual,percentile,0.5037593984962406,1.0,0.67,0.020006062443164597
ETTh2,nlinear,24,first,spike,5.0,2024,raw_zscore,percentile,0.03530031612223393,1.0,0.06819338422391857,0.5550166717187026
ETTh2,nlinear,24,first,spike,5.0,2024,diff_score,percentile,0.25,0.4626865671641791,0.32460732984293195,0.028190360715368293
ETTh2,nlinear,24,first,spike,5.0,2024,rolling_zscore,percentile,0.5121951219512195,0.6268656716417911,0.563758389261745,0.012124886329190664
ETTh2,nlinear,24,first,spike,5.0,3407,residual,percentile,0.5074626865671642,1.0,0.6732673267326732,0.02001212856276531
ETTh2,nlinear,24,first,spike,5.0,3407,raw_zscore,percentile,0.03563941299790356,1.0,0.06882591093117407,0.5579138872043663
ETTh2,nlinear,24,first,spike,5.0,3407,diff_score,percentile,0.264,0.4852941176470588,0.34196891191709844,0.027895694360218316
ETTh2,nlinear,24,first,spike,5.0,3407,rolling_zscore,percentile,0.5632183908045977,0.7205882352941176,0.632258064516129,0.011522134627046696
ETTh2,nlinear,24,first,level_shift,1.0,42,residual,percentile,0.5384615384615384,1.0,0.7000000000000001,0.020066889632107024
ETTh2,nlinear,24,first,level_shift,1.0,42,raw_zscore,percentile,0.01088139281828074,0.2597402597402597,0.020887728459530023,0.5527515962298571
ETTh2,nlinear,24,first,level_shift,1.0,42,diff_score,percentile,0.08333333333333333,0.07792207792207792,0.08053691275167785,0.020066889632107024
ETTh2,nlinear,24,first,level_shift,1.0,42,rolling_zscore,percentile,0.038461538461538464,0.025974025974025976,0.0310077519379845,0.015202189115232594
ETTh2,nlinear,24,first,level_shift,1.0,2024,residual,percentile,0.5,1.0,0.6666666666666666,0.020309184601394362
ETTh2,nlinear,24,first,level_shift,1.0,2024,raw_zscore,percentile,0.012419006479481642,0.34328358208955223,0.023970818134445022,0.5544104274022431
ETTh2,nlinear,24,first,level_shift,1.0,2024,diff_score,percentile,0.05714285714285714,0.05970149253731343,0.058394160583941604,0.020006062443164597
ETTh2,nlinear,24,first,level_shift,1.0,2024,rolling_zscore,percentile,0.021739130434782608,0.014925373134328358,0.017699115044247787,0.013640497120339497
ETTh2,nlinear,24,first,level_shift,1.0,3407,residual,percentile,0.5486111111111112,1.0,0.7085201793721974,0.019774870702768482
ETTh2,nlinear,24,first,level_shift,1.0,3407,raw_zscore,percentile,0.02672367717797969,0.6329113924050633,0.05128205128205129,0.55400060845756
ETTh2,nlinear,24,first,level_shift,1.0,3407,diff_score,percentile,0.1,0.08860759493670886,0.09395973154362416,0.0191664131426833
ETTh2,nlinear,24,first,level_shift,1.0,3407,rolling_zscore,percentile,0.04,0.02531645569620253,0.031007751937984496,0.014602981442044418
ETTh2,nlinear,24,first,level_shift,2.0,42,residual,percentile,0.5384615384615384,1.0,0.7000000000000001,0.020066889632107024
ETTh2,nlinear,24,first,level_shift,2.0,42,raw_zscore,percentile,0.021528525296017224,0.5194805194805194,0.041343669250646,0.5527515962298571
ETTh2,nlinear,24,first,level_shift,2.0,42,diff_score,percentile,0.08333333333333333,0.07792207792207792,0.08053691275167785,0.020066889632107024
ETTh2,nlinear,24,first,level_shift,2.0,42,rolling_zscore,percentile,0.07407407407407407,0.05194805194805195,0.061068702290076333,0.015202189115232594
ETTh2,nlinear,24,first,level_shift,2.0,2024,residual,percentile,0.5,1.0,0.6666666666666666,0.020309184601394362
ETTh2,nlinear,24,first,level_shift,2.0,2024,raw_zscore,percentile,0.02764486975013291,0.7761194029850746,0.053388090349075976,0.5544104274022431
ETTh2,nlinear,24,first,level_shift,2.0,2024,diff_score,percentile,0.05714285714285714,0.05970149253731343,0.058394160583941604,0.020006062443164597
ETTh2,nlinear,24,first,level_shift,2.0,2024,rolling_zscore,percentile,0.11538461538461539,0.08955223880597014,0.10084033613445378,0.013943619278569264
ETTh2,nlinear,24,first,level_shift,2.0,3407,residual,percentile,0.5486111111111112,1.0,0.7085201793721974,0.019774870702768482
ETTh2,nlinear,24,first,level_shift,2.0,3407,raw_zscore,percentile,0.03138297872340425,0.7468354430379747,0.06023481368044921,0.55400060845756
ETTh2,nlinear,24,first,level_shift,2.0,3407,diff_score,percentile,0.1,0.08860759493670886,0.09395973154362416,0.0191664131426833
ETTh2,nlinear,24,first,level_shift,2.0,3407,rolling_zscore,percentile,0.07692307692307693,0.05063291139240506,0.06106870229007634,0.014602981442044418
ETTh2,nlinear,24,first,level_shift,3.0,42,residual,percentile,0.5384615384615384,1.0,0.7000000000000001,0.020066889632107024
ETTh2,nlinear,24,first,level_shift,3.0,42,raw_zscore,percentile,0.024154589371980676,0.5844155844155844,0.04639175257731959,0.5527515962298571
ETTh2,nlinear,24,first,level_shift,3.0,42,diff_score,percentile,0.08333333333333333,0.07792207792207792,0.08053691275167785,0.020066889632107024
ETTh2,nlinear,24,first,level_shift,3.0,42,rolling_zscore,percentile,0.12280701754385964,0.09090909090909091,0.1044776119402985,0.015202189115232594
ETTh2,nlinear,24,first,level_shift,3.0,2024,residual,percentile,0.5,1.0,0.6666666666666666,0.020309184601394362
ETTh2,nlinear,24,first,level_shift,3.0,2024,raw_zscore,percentile,0.03278688524590164,0.9253731343283582,0.06332992849846782,0.5544104274022431
ETTh2,nlinear,24,first,level_shift,3.0,2024,diff_score,percentile,0.05714285714285714,0.05970149253731343,0.058394160583941604,0.020006062443164597
ETTh2,nlinear,24,first,level_shift,3.0,2024,rolling_zscore,percentile,0.14545454545454545,0.11940298507462686,0.13114754098360654,0.01424674143679903
ETTh2,nlinear,24,first,level_shift,3.0,3407,residual,percentile,0.5486111111111112,1.0,0.7085201793721974,0.019774870702768482
ETTh2,nlinear,24,first,level_shift,3.0,3407,raw_zscore,percentile,0.03650793650793651,0.8734177215189873,0.07008633824276282,0.55400060845756
ETTh2,nlinear,24,first,level_shift,3.0,3407,diff_score,percentile,0.1,0.08860759493670886,0.09395973154362416,0.0191664131426833
ETTh2,nlinear,24,first,level_shift,3.0,3407,rolling_zscore,percentile,0.12727272727272726,0.08860759493670886,0.1044776119402985,0.014602981442044418
ETTh2,nlinear,24,first,level_shift,5.0,42,residual,percentile,0.5384615384615384,1.0,0.7000000000000001,0.020066889632107024
ETTh2,nlinear,24,first,level_shift,5.0,42,raw_zscore,percentile,0.04063324538258575,1.0,0.07809330628803246,0.5527515962298571
ETTh2,nlinear,24,first,level_shift,5.0,42,diff_score,percentile,0.08333333333333333,0.07792207792207792,0.08053691275167785,0.020066889632107024
ETTh2,nlinear,24,first,level_shift,5.0,42,rolling_zscore,percentile,0.16666666666666666,0.12987012987012986,0.14598540145985398,0.015202189115232594
ETTh2,nlinear,24,first,level_shift,5.0,2024,residual,percentile,0.5,1.0,0.6666666666666666,0.020309184601394362
ETTh2,nlinear,24,first,level_shift,5.0,2024,raw_zscore,percentile,0.03533755274261603,1.0,0.06826286296484972,0.5544104274022431
ETTh2,nlinear,24,first,level_shift,5.0,2024,diff_score,percentile,0.05714285714285714,0.05970149253731343,0.058394160583941604,0.020006062443164597
ETTh2,nlinear,24,first,level_shift,5.0,2024,rolling_zscore,percentile,0.14545454545454545,0.11940298507462686,0.13114754098360654,0.01424674143679903
ETTh2,nlinear,24,first,level_shift,5.0,3407,residual,percentile,0.5486111111111112,1.0,0.7085201793721974,0.019774870702768482
ETTh2,nlinear,24,first,level_shift,5.0,3407,raw_zscore,percentile,0.041578947368421056,1.0,0.07983830217281455,0.55400060845756
ETTh2,nlinear,24,first,level_shift,5.0,3407,diff_score,percentile,0.1,0.08860759493670886,0.09395973154362416,0.0191664131426833
ETTh2,nlinear,24,first,level_shift,5.0,3407,rolling_zscore,percentile,0.14285714285714285,0.10126582278481013,0.11851851851851852,0.014602981442044418
ETTh2,dlinear,96,first,spike,1.0,42,residual,percentile,0.4036144578313253,1.0,0.575107296137339,0.030678648899907034
ETTh2,dlinear,96,first,spike,1.0,42,raw_zscore,percentile,0.02201933404940924,0.6119402985074627,0.042509072058061176,0.5643012085528355
ETTh2,dlinear,96,first,spike,1.0,42,diff_score,percentile,0.2903225806451613,0.5373134328358209,0.3769633507853404,0.027269910133250697
ETTh2,dlinear,96,first,spike,1.0,42,rolling_zscore,percentile,0.2222222222222222,0.1791044776119403,0.1983471074380165,0.013015184381778741
ETTh2,dlinear,96,first,spike,1.0,2024,residual,percentile,0.3941176470588235,1.0,0.5654008438818565,0.03191819026960025
ETTh2,dlinear,96,first,spike,1.0,2024,raw_zscore,percentile,0.020353508302088912,0.5671641791044776,0.03929679420889348,0.5667802912922218
ETTh2,dlinear,96,first,spike,1.0,2024,diff_score,percentile,0.2661290322580645,0.4925373134328358,0.3455497382198953,0.028199566160520606
ETTh2,dlinear,96,first,spike,1.0,2024,rolling_zscore,percentile,0.19230769230769232,0.14925373134328357,0.16806722689075632,0.013015184381778741
ETTh2,dlinear,96,first,spike,1.0,3407,residual,percentile,0.3930635838150289,1.0,0.5643153526970954,0.03254804711717297
ETTh2,dlinear,96,first,spike,1.0,3407,raw_zscore,percentile,0.013469827586206896,0.36764705882352944,0.025987525987525985,0.5675759454432734
ETTh2,dlinear,96,first,spike,1.0,3407,diff_score,percentile,0.2558139534883721,0.4852941176470588,0.33502538071065985,0.029758214507129573
ETTh2,dlinear,96,first,spike,1.0,3407,rolling_zscore,percentile,0.34782608695652173,0.23529411764705882,0.28070175438596484,0.009299442033477991
ETTh2,dlinear,96,first,spike,2.0,42,residual,percentile,0.4036144578313253,1.0,0.575107296137339,0.030678648899907034
ETTh2,dlinear,96,first,spike,2.0,42,raw_zscore,percentile,0.020441097364174286,0.5671641791044776,0.039460020768431976,0.5643012085528355
ETTh2,dlinear,96,first,spike,2.0,42,diff_score,percentile,0.2903225806451613,0.5373134328358209,0.3769633507853404,0.027269910133250697
ETTh2,dlinear,96,first,spike,2.0,42,rolling_zscore,percentile,0.4,0.417910447761194,0.40875912408759124,0.013015184381778741
ETTh2,dlinear,96,first,spike,2.0,2024,residual,percentile,0.3941176470588235,1.0,0.5654008438818565,0.03191819026960025
ETTh2,dlinear,96,first,spike,2.0,2024,raw_zscore,percentile,0.027127659574468086,0.7611940298507462,0.052388289676425275,0.5667802912922218
ETTh2,dlinear,96,first,spike,2.0,2024,diff_score,percentile,0.2661290322580645,0.4925373134328358,0.3455497382198953,0.028199566160520606
ETTh2,dlinear,96,first,spike,2.0,2024,rolling_zscore,percentile,0.391304347826087,0.40298507462686567,0.3970588235294118,0.013015184381778741
ETTh2,dlinear,96,first,spike,2.0,3407,residual,percentile,0.3930635838150289,1.0,0.5643153526970954,0.03254804711717297
ETTh2,dlinear,96,first,spike,2.0,3407,raw_zscore,percentile,0.023466666666666667,0.6470588235294118,0.04529078744209985,0.5675759454432734
ETTh2,dlinear,96,first,spike,2.0,3407,diff_score,percentile,0.2558139534883721,0.4852941176470588,0.33502538071065985,0.029758214507129573
ETTh2,dlinear,96,first,spike,2.0,3407,rolling_zscore,percentile,0.5081967213114754,0.45588235294117646,0.4806201550387597,0.009299442033477991
ETTh2,dlinear,96,first,spike,3.0,42,residual,percentile,0.4036144578313253,1.0,0.575107296137339,0.030678648899907034
ETTh2,dlinear,96,first,spike,3.0,42,raw_zscore,percentile,0.025682182985553772,0.7164179104477612,0.049586776859504134,0.5643012085528355
ETTh2,dlinear,96,first,spike,3.0,42,diff_score,percentile,0.2903225806451613,0.5373134328358209,0.3769633507853404,0.027269910133250697
ETTh2,dlinear,96,first,spike,3.0,42,rolling_zscore,percentile,0.4878048780487805,0.5970149253731343,0.5369127516778522,0.013015184381778741
ETTh2,dlinear,96,first,spike,3.0,2024,residual,percentile,0.3941176470588235,1.0,0.5654008438818565,0.03191819026960025
ETTh2,dlinear,96,first,spike,3.0,2024,raw_zscore,percentile,0.030222693531283137,0.8507462686567164,0.058371735791090625,0.5667802912922218
ETTh2,dlinear,96,first,spike,3.0,2024,diff_score,percentile,0.2661290322580645,0.4925373134328358,0.3455497382198953,0.028199566160520606
ETTh2,dlinear,96,first,spike,3.0,2024,rolling_zscore,percentile,0.475,0.5671641791044776,0.5170068027210885,0.013015184381778741
ETTh2,dlinear,96,first,spike,3.0,3407,residual,percentile,0.3930635838150289,1.0,0.5643153526970954,0.03254804711717297
ETTh2,dlinear,96,first,spike,3.0,3407,raw_zscore,percentile,0.031216931216931216,0.8676470588235294,0.0602655771195097,0.5675759454432734
ETTh2,dlinear,96,first,spike,3.0,3407,diff_score,percentile,0.2558139534883721,0.4852941176470588,0.33502538071065985,0.029758214507129573
ETTh2,dlinear,96,first,spike,3.0,3407,rolling_zscore,percentile,0.589041095890411,0.6323529411764706,0.6099290780141843,0.009299442033477991
ETTh2,dlinear,96,first,spike,5.0,42,residual,percentile,0.4036144578313253,1.0,0.575107296137339,0.030678648899907034
ETTh2,dlinear,96,first,spike,5.0,42,raw_zscore,percentile,0.03548728813559322,1.0,0.06854219948849105,0.5643012085528355
ETTh2,dlinear,96,first,spike,5.0,42,diff_score,percentile,0.2903225806451613,0.5373134328358209,0.3769633507853404,0.027269910133250697
ETTh2,dlinear,96,first,spike,5.0,42,rolling_zscore,percentile,0.5172413793103449,0.6716417910447762,0.5844155844155844,0.013015184381778741
ETTh2,dlinear,96,first,spike,5.0,2024,residual,percentile,0.3941176470588235,1.0,0.5654008438818565,0.03191819026960025
ETTh2,dlinear,96,first,spike,5.0,2024,raw_zscore,percentile,0.03533755274261603,1.0,0.06826286296484972,0.5667802912922218
ETTh2,dlinear,96,first,spike,5.0,2024,diff_score,percentile,0.2661290322580645,0.4925373134328358,0.3455497382198953,0.028199566160520606
ETTh2,dlinear,96,first,spike,5.0,2024,rolling_zscore,percentile,0.5,0.6268656716417911,0.5562913907284769,0.013015184381778741
ETTh2,dlinear,96,first,spike,5.0,3407,residual,percentile,0.3930635838150289,1.0,0.5643153526970954,0.03254804711717297
ETTh2,dlinear,96,first,spike,5.0,3407,raw_zscore,percentile,0.03580832016850974,1.0,0.06914082358922216,0.5675759454432734
ETTh2,dlinear,96,first,spike,5.0,3407,diff_score,percentile,0.2558139534883721,0.4852941176470588,0.33502538071065985,0.029758214507129573
ETTh2,dlinear,96,first,spike,5.0,3407,rolling_zscore,percentile,0.6103896103896104,0.6911764705882353,0.6482758620689656,0.009299442033477991
ETTh2,dlinear,96,first,level_shift,1.0,42,residual,percentile,0.425414364640884,1.0,0.5968992248062015,0.03232825613926018
ETTh2,dlinear,96,first,level_shift,1.0,42,raw_zscore,percentile,0.008724100327153763,0.2077922077922078,0.01674515960230246,0.5651227852036058
ETTh2,dlinear,96,first,level_shift,1.0,42,diff_score,percentile,0.0684931506849315,0.06493506493506493,0.06666666666666667,0.021137705937208578
ETTh2,dlinear,96,first,level_shift,1.0,42,rolling_zscore,percentile,0.09523809523809523,0.05194805194805195,0.06722689075630252,0.011812247435498913
ETTh2,dlinear,96,first,level_shift,1.0,2024,residual,percentile,0.391812865497076,1.0,0.5630252100840336,0.03222807561202355
ETTh2,dlinear,96,first,level_shift,1.0,2024,raw_zscore,percentile,0.015078082929456112,0.417910447761194,0.029106029106029108,0.5667802912922218
ETTh2,dlinear,96,first,level_shift,1.0,2024,diff_score,percentile,0.07042253521126761,0.07462686567164178,0.07246376811594202,0.020452432599938022
ETTh2,dlinear,96,first,level_shift,1.0,2024,rolling_zscore,percentile,0.061224489795918366,0.04477611940298507,0.051724137931034475,0.014254725751471955
ETTh2,dlinear,96,first,level_shift,1.0,3407,residual,percentile,0.42934782608695654,1.0,0.6007604562737643,0.03265940902021773
ETTh2,dlinear,96,first,level_shift,1.0,3407,raw_zscore,percentile,0.025806451612903226,0.6075949367088608,0.049510056730273345,0.5636080870917574
ETTh2,dlinear,96,first,level_shift,1.0,3407,diff_score,percentile,0.07042253521126761,0.06329113924050633,0.06666666666666667,0.02052877138413686
ETTh2,dlinear,96,first,level_shift,1.0,3407,rolling_zscore,percentile,0.09090909090909091,0.05063291139240506,0.06504065040650407,0.012441679626749611
ETTh2,dlinear,96,first,level_shift,2.0,42,residual,percentile,0.425414364640884,1.0,0.5968992248062015,0.03232825613926018
ETTh2,dlinear,96,first,level_shift,2.0,42,raw_zscore,percentile,0.0210016155088853,0.5064935064935064,0.04033092037228542,0.5651227852036058
ETTh2,dlinear,96,first,level_shift,2.0,42,diff_score,percentile,0.0684931506849315,0.06493506493506493,0.06666666666666667,0.021137705937208578
ETTh2,dlinear,96,first,level_shift,2.0,42,rolling_zscore,percentile,0.17391304347826086,0.1038961038961039,0.13008130081300814,0.011812247435498913
ETTh2,dlinear,96,first,level_shift,2.0,2024,residual,percentile,0.391812865497076,1.0,0.5630252100840336,0.03222807561202355
ETTh2,dlinear,96,first,level_shift,2.0,2024,raw_zscore,percentile,0.02764486975013291,0.7761194029850746,0.053388090349075976,0.5667802912922218
ETTh2,dlinear,96,first,level_shift,2.0,2024,diff_score,percentile,0.07042253521126761,0.07462686567164178,0.07246376811594202,0.020452432599938022
ETTh2,dlinear,96,first,level_shift,2.0,2024,rolling_zscore,percentile,0.12962962962962962,0.1044776119402985,0.11570247933884298,0.01456461109389526
ETTh2,dlinear,96,first,level_shift,2.0,3407,residual,percentile,0.42934782608695654,1.0,0.6007604562737643,0.03265940902021773
ETTh2,dlinear,96,first,level_shift,2.0,3407,raw_zscore,percentile,0.03153393907001603,0.7468354430379747,0.06051282051282051,0.5636080870917574
ETTh2,dlinear,96,first,level_shift,2.0,3407,diff_score,percentile,0.07042253521126761,0.06329113924050633,0.06666666666666667,0.02052877138413686
ETTh2,dlinear,96,first,level_shift,2.0,3407,rolling_zscore,percentile,0.13043478260869565,0.0759493670886076,0.096,0.012441679626749611
ETTh2,dlinear,96,first,level_shift,3.0,42,residual,percentile,0.425414364640884,1.0,0.5968992248062015,0.03232825613926018
ETTh2,dlinear,96,first,level_shift,3.0,42,raw_zscore,percentile,0.03194888178913738,0.7792207792207793,0.061381074168797956,0.5651227852036058
ETTh2,dlinear,96,first,level_shift,3.0,42,diff_score,percentile,0.0684931506849315,0.06493506493506493,0.06666666666666667,0.021137705937208578
ETTh2,dlinear,96,first,level_shift,3.0,42,rolling_zscore,percentile,0.19148936170212766,0.11688311688311688,0.14516129032258066,0.011812247435498913
ETTh2,dlinear,96,first,level_shift,3.0,2024,residual,percentile,0.391812865497076,1.0,0.5630252100840336,0.03222807561202355
ETTh2,dlinear,96,first,level_shift,3.0,2024,raw_zscore,percentile,0.033298097251585626,0.9402985074626866,0.0643185298621746,0.5667802912922218
ETTh2,dlinear,96,first,level_shift,3.0,2024,diff_score,percentile,0.07042253521126761,0.07462686567164178,0.07246376811594202,0.020452432599938022
ETTh2,dlinear,96,first,level_shift,3.0,2024,rolling_zscore,percentile,0.14285714285714285,0.11940298507462686,0.13008130081300812,0.014874496436318562
ETTh2,dlinear,96,first,level_shift,3.0,3407,residual,percentile,0.42934782608695654,1.0,0.6007604562737643,0.03265940902021773
ETTh2,dlinear,96,first,level_shift,3.0,3407,raw_zscore,percentile,0.04177683765203596,1.0,0.08020304568527918,0.5636080870917574
ETTh2,dlinear,96,first,level_shift,3.0,3407,diff_score,percentile,0.07042253521126761,0.06329113924050633,0.06666666666666667,0.02052877138413686
ETTh2,dlinear,96,first,level_shift,3.0,3407,rolling_zscore,percentile,0.14893617021276595,0.08860759493670886,0.1111111111111111,0.012441679626749611
ETTh2,dlinear,96,first,level_shift,5.0,42,residual,percentile,0.425414364640884,1.0,0.5968992248062015,0.03232825613926018
ETTh2,dlinear,96,first,level_shift,5.0,42,raw_zscore,percentile,0.04063324538258575,1.0,0.07809330628803246,0.5651227852036058
ETTh2,dlinear,96,first,level_shift,5.0,42,diff_score,percentile,0.0684931506849315,0.06493506493506493,0.06666666666666667,0.021137705937208578
ETTh2,dlinear,96,first,level_shift,5.0,42,rolling_zscore,percentile,0.20833333333333334,0.12987012987012986,0.16,0.011812247435498913
ETTh2,dlinear,96,first,level_shift,5.0,2024,residual,percentile,0.391812865497076,1.0,0.5630252100840336,0.03222807561202355
ETTh2,dlinear,96,first,level_shift,5.0,2024,raw_zscore,percentile,0.03533755274261603,1.0,0.06826286296484972,0.5667802912922218
ETTh2,dlinear,96,first,level_shift,5.0,2024,diff_score,percentile,0.07042253521126761,0.07462686567164178,0.07246376811594202,0.020452432599938022
ETTh2,dlinear,96,first,level_shift,5.0,2024,rolling_zscore,percentile,0.14285714285714285,0.11940298507462686,0.13008130081300812,0.014874496436318562
ETTh2,dlinear,96,first,level_shift,5.0,3407,residual,percentile,0.42934782608695654,1.0,0.6007604562737643,0.03265940902021773
ETTh2,dlinear,96,first,level_shift,5.0,3407,raw_zscore,percentile,0.04177683765203596,1.0,0.08020304568527918,0.5636080870917574
ETTh2,dlinear,96,first,level_shift,5.0,3407,diff_score,percentile,0.07042253521126761,0.06329113924050633,0.06666666666666667,0.02052877138413686
ETTh2,dlinear,96,first,level_shift,5.0,3407,rolling_zscore,percentile,0.16666666666666666,0.10126582278481013,0.12598425196850394,0.012441679626749611
